code,target,sigprice,gentime,usertag
SZSE.ETF.159915,-0,2.054,20230828095459924,
SZSE.ETF.159915,-0,2.051,20230828095559332,
SZSE.ETF.159915,100,2.051,20230828095700417,
SZSE.ETF.159915,-100,2.051,20230828095758816,
SZSE.ETF.159915,100,2.055,20230828095900421,
SZSE.ETF.159915,-100,2.05,20230828100000360,
SZSE.ETF.159915,-100,2.048,20230828100100363,
SZSE.ETF.159915,100,2.052,20230828100200396,
SZSE.ETF.159915,100,2.052,20230828100300443,
SZSE.ETF.159915,100,2.059,20230828100359819,
SZSE.ETF.159915,-100,2.054,20230828100459977,
SZSE.ETF.159915,-100,2.051,20230828100559870,
SZSE.ETF.159915,100,2.054,20230828100659975,
SZSE.ETF.159915,-100,2.051,20230828100800300,
SZSE.ETF.159915,-0,2.048,20230828100859800,
SZSE.ETF.159915,-0,2.044,20230828100959816,
SZSE.ETF.159915,-0,2.044,20230828101059800,
SZSE.ETF.159915,0,2.047,20230828101200473,
SZSE.ETF.159915,-0,2.044,20230828101259994,
SZSE.ETF.159915,-0,2.043,20230828101359877,
SZSE.ETF.159915,0,2.044,20230828101500300,
SZSE.ETF.159915,0,2.05,20230828101559800,
SZSE.ETF.159915,-0,2.044,20230828101659800,
SZSE.ETF.159915,0,2.045,20230828101759800,
SZSE.ETF.159915,-0,2.042,20230828101859800,
SZSE.ETF.159915,-0,2.039,20230828101959800,
SZSE.ETF.159915,100,2.04,20230828102059800,
SZSE.ETF.159915,-100,2.048,20230828102159800,
SZSE.ETF.159915,-100,2.033,20230828102259800,
SZSE.ETF.159915,-100,2.031,20230828102359800,
SZSE.ETF.159915,100,2.035,20230828102459800,
SZSE.ETF.159915,0,2.036,20230828102559800,
SZSE.ETF.159915,-0,2.035,20230828102659800,
SZSE.ETF.159915,0,2.039,20230828102759800,
SZSE.ETF.159915,-0,2.036,20230828102900300,
SZSE.ETF.159915,0,2.038,20230828103000300,
SZSE.ETF.159915,0,2.038,20230828103100324,
SZSE.ETF.159915,-0,2.036,20230828103159800,
SZSE.ETF.159915,0,2.036,20230828103259823,
SZSE.ETF.159915,-0,2.037,20230828103359926,
SZSE.ETF.159915,0,2.039,20230828103459973,
SZSE.ETF.159915,0,2.039,20230828103559885,
SZSE.ETF.159915,-0,2.039,20230828103659869,
SZSE.ETF.159915,0,2.041,20230828103759953,
SZSE.ETF.159915,0,2.043,20230828103859860,
SZSE.ETF.159915,-0,2.043,20230828104000300,
SZSE.ETF.159915,0,2.044,20230828104059800,
SZSE.ETF.159915,0,2.047,20230828104159800,
SZSE.ETF.159915,-0,2.043,20230828104259855,
SZSE.ETF.159915,0,2.044,20230828104359800,
SZSE.ETF.159915,-0,2.043,20230828104459800,
SZSE.ETF.159915,0,2.046,20230828104559861,
SZSE.ETF.159915,-0,2.044,20230828104659914,
SZSE.ETF.159915,0,2.043,20230828104759817,
SZSE.ETF.159915,-0,2.042,20230828104900300,
SZSE.ETF.159915,0,2.043,20230828104959922,
SZSE.ETF.159915,0,2.044,20230828105059967,
SZSE.ETF.159915,0,2.049,20230828105159964,
SZSE.ETF.159915,0,2.05,20230828105259946,
SZSE.ETF.159915,-0,2.048,20230828105359960,
SZSE.ETF.159915,-0,2.047,20230828105459894,
SZSE.ETF.159915,-0,2.046,20230828105559800,
SZSE.ETF.159915,-0,2.045,20230828105659800,
SZSE.ETF.159915,0,2.046,20230828105759943,
SZSE.ETF.159915,0,2.046,20230828105901000,
SZSE.ETF.159915,-0,2.046,20230828105959839,
SZSE.ETF.159915,-0,2.044,20230828110059899,
SZSE.ETF.159915,-0,2.043,20230828110159800,
SZSE.ETF.159915,0,2.043,20230828110259800,
SZSE.ETF.159915,0,2.044,20230828110359800,
SZSE.ETF.159915,-0,2.042,20230828110459986,
SZSE.ETF.159915,-0,2.042,20230828110559875,
SZSE.ETF.159915,0,2.044,20230828110659800,
SZSE.ETF.159915,-0,2.041,20230828110759800,
SZSE.ETF.159915,0,2.043,20230828110859800,
SZSE.ETF.159915,0,2.043,20230828110959896,
SZSE.ETF.159915,-0,2.042,20230828111059825,
SZSE.ETF.159915,0,2.042,20230828111159840,
SZSE.ETF.159915,-0,2.041,20230828111259835,
SZSE.ETF.159915,0,2.04,20230828111359877,
SZSE.ETF.159915,0,2.043,20230828111459949,
SZSE.ETF.159915,-0,2.042,20230828111559817,
SZSE.ETF.159915,0,2.042,20230828111659948,
SZSE.ETF.159915,-0,2.041,20230828111800323,
SZSE.ETF.159915,-0,2.04,20230828111900300,
SZSE.ETF.159915,-0,2.038,20230828111959817,
SZSE.ETF.159915,0,2.039,20230828112059800,
SZSE.ETF.159915,0,2.041,20230828112159818,
SZSE.ETF.159915,-0,2.04,20230828112259983,
SZSE.ETF.159915,-0,2.039,20230828112359847,
SZSE.ETF.159915,-0,2.039,20230828112459817,
SZSE.ETF.159915,-0,2.038,20230828112559800,
SZSE.ETF.159915,0,2.038,20230828112659800,
SZSE.ETF.159915,-0,2.037,20230828112759829,
SZSE.ETF.159915,-0,2.037,20230828112859960,
SZSE.ETF.159915,0,2.038,20230828113000000,
SZSE.ETF.159915,0,2.035,20230828130059800,
SZSE.ETF.159915,-0,2.034,20230828130200300,
SZSE.ETF.159915,-0,2.033,20230828130300300,
SZSE.ETF.159915,-0,2.032,20230828130400300,
SZSE.ETF.159915,-0,2.032,20230828130500300,
SZSE.ETF.159915,-0,2.031,20230828130559800,
SZSE.ETF.159915,-0,2.029,20230828130700300,
SZSE.ETF.159915,-0,2.028,20230828130800300,
SZSE.ETF.159915,-0,2.027,20230828130859800,
SZSE.ETF.159915,-0,2.027,20230828131000300,
SZSE.ETF.159915,-0,2.026,20230828131059800,
SZSE.ETF.159915,0,2.029,20230828131159800,
SZSE.ETF.159915,-0,2.025,20230828131259800,
SZSE.ETF.159915,0,2.027,20230828131400300,
SZSE.ETF.159915,-0,2.023,20230828131459800,
SZSE.ETF.159915,-0,2.023,20230828131559800,
SZSE.ETF.159915,0,2.023,20230828131659800,
SZSE.ETF.159915,0,2.022,20230828131800300,
SZSE.ETF.159915,0,2.025,20230828131859800,
SZSE.ETF.159915,-0,2.025,20230828132000300,
SZSE.ETF.159915,-0,2.023,20230828132100300,
SZSE.ETF.159915,-0,2.021,20230828132159800,
