code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159841,202308230955,LONG,OPEN,0.903,100,,0,47
SZSE.ETF.159841,202308230956,LONG,CLOSE,0.903,100,,0,48
SZSE.ETF.159841,202308231324,LONG,OPEN,0.898,100,,0,134
SZSE.ETF.159841,202308231325,LONG,CLOSE,0.899,100,,0,135
SZSE.ETF.159841,202308231343,LONG,OPEN,0.895,100,,0,153
SZSE.ETF.159841,202308231344,LONG,CLOSE,0.895,100,,0,154
SZSE.ETF.159841,202308231355,LONG,OPEN,0.896,100,,0,164
SZSE.ETF.159841,202308231356,LONG,CLOSE,0.898,100,,0,165
SZSE.ETF.159841,202308231401,SHORT,OPEN,0.903,100,,0,168
SZSE.ETF.159841,202308231402,SHORT,CLOSE,0.902,100,,0,169
SZSE.ETF.159841,202308231431,LONG,OPEN,0.895,10000,,0,197
SZSE.ETF.159841,202308231432,LONG,CLOSE,0.894,10000,,0,198
SZSE.ETF.159841,202308231432,SHORT,OPEN,0.894,10000,,0,198
SZSE.ETF.159841,202308231433,SHORT,CLOSE,0.893,10000,,0,199
SZSE.ETF.159841,202308231435,SHORT,OPEN,0.892,10000,,0,201
SZSE.ETF.159841,202308231437,SHORT,CLOSE,0.893,10000,,0,203
SZSE.ETF.159841,202308231437,LONG,OPEN,0.893,10000,,0,203
SZSE.ETF.159841,202308231438,LONG,CLOSE,0.892,10000,,0,204
SZSE.ETF.159841,202308231438,SHORT,OPEN,0.892,10000,,0,204
SZSE.ETF.159841,202308231439,SHORT,CLOSE,0.892,10000,,0,205
SZSE.ETF.159841,202308231445,LONG,OPEN,0.893,10000,,0,211
SZSE.ETF.159841,202308231447,LONG,CLOSE,0.895,10000,,107.4,212
SZSE.ETF.159841,202308231452,LONG,OPEN,0.892,10000,,107.04,217
SZSE.ETF.159841,202308231453,LONG,CLOSE,0.891,10000,,106.92,218
SZSE.ETF.159841,202308231453,SHORT,OPEN,0.891,10000,,106.92,218
SZSE.ETF.159841,202308231457,SHORT,CLOSE,0.891,10000,,106.92,222
SZSE.ETF.159841,202308231458,LONG,OPEN,0.891,10000,,106.92,223
SZSE.ETF.159841,202308231459,LONG,CLOSE,0.891,10000,,106.92,224
SZSE.ETF.159841,202308241412,LONG,OPEN,0.909,10000,,109.08,251
SZSE.ETF.159841,202308241414,LONG,CLOSE,0.909,10000,,109.08,253
SZSE.ETF.159841,202308241414,SHORT,OPEN,0.909,10000,,109.08,253
SZSE.ETF.159841,202308241415,SHORT,CLOSE,0.909,10000,,109.08,254
