code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159845,LONG,202308231013,2.428,202308231014,2.427,100,-10,-10,,,64,65
SZSE.ETF.159845,LONG,202308231015,2.426,202308231017,2.426,100,0,-10,,,66,67
SZSE.ETF.159845,LONG,202308231030,2.43,202308231031,2.429,100,-10,-20,,,80,81
SZSE.ETF.159845,LONG,202308231316,2.434,202308231317,2.432,100,-20,-40,,,127,128
SZSE.ETF.159845,LONG,202308231321,2.432,202308231322,2.431,100,-10,-50,,,131,132
SZSE.ETF.159845,LONG,202308231323,2.428,202308231328,2.425,100,-30,-80,,,133,138
SZSE.ETF.159845,LONG,202308231357,2.435,202308231359,2.433,100,-20,-100,,,166,167
SZSE.ETF.159845,LONG,202308231400,2.436,202308231401,2.434,100,-20,-120,,,168,169
SZSE.ETF.159845,SHORT,202308231401,2.434,202308231402,2.433,100,10,-110,,,169,170
SZSE.ETF.159845,LONG,202308231409,2.426,202308231410,2.424,100,-20,-130,,,177,178
SZSE.ETF.159845,LONG,202308231417,2.426,202308231420,2.425,100,-10,-140,,,185,188
SZSE.ETF.159845,SHORT,202308231420,2.425,202308231421,2.426,100,-10,-150,,,188,189
SZSE.ETF.159845,SHORT,202308231440,2.408,202308231442,2.408,10000,-0,-150,,,207,209
SZSE.ETF.159845,LONG,202308231442,2.408,202308231443,2.409,10000,1000,850,,,209,210
SZSE.ETF.159845,SHORT,202308231456,2.406,202308231457,2.41,10000,-4000,-3150,,,222,223
SZSE.ETF.159845,SHORT,202308241449,2.415,202308241452,2.413,10000,2000,-1150,,,278,281
SZSE.ETF.159845,LONG,202308241452,2.413,202308241453,2.414,10000,1000,-150,,,281,282
