code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159919,202308101008,SHORT,OPEN,4.108,100,,0,361
SZSE.ETF.159919,202308101344,SHORT,CLOSE,4.108,100,,0,426
SZSE.ETF.159919,202308101344,LONG,OPEN,4.108,100,,0,426
SZSE.ETF.159919,202308111008,LONG,CLOSE,4.093,100,,0,511
SZSE.ETF.159919,202308111008,SHORT,OPEN,4.093,100,,0,511
SZSE.ETF.159919,202308141331,SHORT,CLOSE,3.98,100,,0,673
SZSE.ETF.159919,202308141331,LONG,OPEN,3.98,100,,0,673
SZSE.ETF.159919,202308151004,LONG,CLOSE,3.989,100,,0,791
SZSE.ETF.159919,202308151004,SHORT,OPEN,3.989,100,,0,791
SZSE.ETF.159919,202308151416,SHORT,CLOSE,3.986,100,,0,953
SZSE.ETF.159919,202308151416,LONG,OPEN,3.986,100,,0,953
SZSE.ETF.159919,202308160946,LONG,CLOSE,3.977,100,,0,1013
SZSE.ETF.159919,202308160946,SHORT,OPEN,3.977,100,,0,1013
SZSE.ETF.159919,202308161109,SHORT,CLOSE,3.988,100,,0,1096
SZSE.ETF.159919,202308161109,LONG,OPEN,3.988,100,,0,1096
SZSE.ETF.159919,202308161334,LONG,CLOSE,3.972,100,,0,1151
SZSE.ETF.159919,202308161334,SHORT,OPEN,3.972,100,,0,1151
SZSE.ETF.159919,202308171050,SHORT,CLOSE,3.946,100,,0,1317
SZSE.ETF.159919,202308171050,LONG,OPEN,3.946,100,,0,1317
