code,target,sigprice,gentime,usertag
SSE.ETF.588000,100,1.003,20230810100659920,
SSE.ETF.588000,100,1.003,20230810100759770,
SSE.ETF.588000,100,1.003,20230810100859880,
SSE.ETF.588000,100,1.003,20230810100958760,
SSE.ETF.588000,100,1.001,20230810101059610,
SSE.ETF.588000,100,1.002,20230810101159810,
SSE.ETF.588000,100,1.002,20230810101259840,
SSE.ETF.588000,100,1.002,20230810101359860,
SSE.ETF.588000,-100,1.001,20230810110759530,
SSE.ETF.588000,-100,1,20230810110859890,
SSE.ETF.588000,-100,1.001,20230810110959790,
SSE.ETF.588000,-100,1.001,20230810111059870,
SSE.ETF.588000,-100,1.001,20230810111158380,
SSE.ETF.588000,-100,1,20230810111259865,
SSE.ETF.588000,-100,1.001,20230810111359500,
SSE.ETF.588000,-100,1.001,20230810111454430,
SSE.ETF.588000,-100,1,20230810111600000,
SSE.ETF.588000,-100,1.001,20230810111700048,
SSE.ETF.588000,-100,1.001,20230810111740500,
SSE.ETF.588000,-100,1.001,20230810111859000,
SSE.ETF.588000,-100,1.001,20230810111959840,
SSE.ETF.588000,-100,1,20230810112059500,
SSE.ETF.588000,-100,1.001,20230810112152000,
SSE.ETF.588000,-100,1.001,20230810112200000,
SSE.ETF.588000,-100,1,20230810130059830,
SSE.ETF.588000,-100,0.999,20230810130159790,
SSE.ETF.588000,-100,1,20230810130259860,
SSE.ETF.588000,-100,1,20230810130359710,
SSE.ETF.588000,-100,1,20230810130459840,
SSE.ETF.588000,-100,1,20230810130559500,
SSE.ETF.588000,-100,1,20230810130659930,
SSE.ETF.588000,-100,1,20230810130759880,
SSE.ETF.588000,-100,1,20230810130859820,
SSE.ETF.588000,-100,1.001,20230810130959000,
SSE.ETF.588000,-100,1.001,20230810131058590,
SSE.ETF.588000,-100,1.001,20230810131159910,
SSE.ETF.588000,-100,1.001,20230810131259950,
SSE.ETF.588000,-100,1,20230810131359850,
SSE.ETF.588000,-100,1.001,20230810131459997,
SSE.ETF.588000,-100,1.001,20230810131559800,
SSE.ETF.588000,-100,1,20230810131659730,
SSE.ETF.588000,-100,1,20230810131759930,
SSE.ETF.588000,-100,0.999,20230810131900000,
SSE.ETF.588000,-100,1,20230810131959950,
SSE.ETF.588000,-100,1,20230810132059780,
SSE.ETF.588000,-100,0.999,20230810132159500,
SSE.ETF.588000,-100,0.999,20230810132257500,
SSE.ETF.588000,-100,1,20230810132359680,
SSE.ETF.588000,-100,1,20230810132500080,
SSE.ETF.588000,-100,1.001,20230810132559900,
SSE.ETF.588000,-100,1,20230810132659500,
SSE.ETF.588000,-100,1.001,20230810132759500,
SSE.ETF.588000,-100,1,20230810132859930,
SSE.ETF.588000,-100,1.001,20230810132959830,
SSE.ETF.588000,-100,1.001,20230810133059780,
SSE.ETF.588000,-100,1.001,20230810133159500,
SSE.ETF.588000,-100,1.001,20230810133259500,
SSE.ETF.588000,-100,1,20230810133359520,
SSE.ETF.588000,-100,1.001,20230810133504950,
SSE.ETF.588000,-100,1.002,20230810133559980,
SSE.ETF.588000,-100,1.002,20230810133659980,
SSE.ETF.588000,-100,1.002,20230810133759500,
SSE.ETF.588000,-100,1.002,20230810133859500,
SSE.ETF.588000,-100,1.001,20230810133959500,
SSE.ETF.588000,-100,1.001,20230810134059000,
SSE.ETF.588000,-100,1.001,20230810134159500,
SSE.ETF.588000,-100,1.001,20230810134259500,
SSE.ETF.588000,-100,1.001,20230810134359500,
SSE.ETF.588000,-100,1,20230810134459500,
SSE.ETF.588000,-100,1.001,20230810134559500,
SSE.ETF.588000,-100,1,20230810134659000,
SSE.ETF.588000,-100,1.001,20230810134759000,
SSE.ETF.588000,-100,1,20230810134859550,
SSE.ETF.588000,-100,1.001,20230810134959500,
SSE.ETF.588000,-100,1,20230810135059580,
SSE.ETF.588000,-100,1.001,20230810135152500,
SSE.ETF.588000,-100,1.001,20230810135259182,
SSE.ETF.588000,-100,1,20230810135359500,
SSE.ETF.588000,-100,1.001,20230810135459500,
SSE.ETF.588000,-100,1.001,20230810135559560,
SSE.ETF.588000,-100,1.001,20230810135659340,
SSE.ETF.588000,-100,1.001,20230810135759500,
SSE.ETF.588000,-100,1.001,20230810135859620,
SSE.ETF.588000,-100,1.001,20230810135959880,
SSE.ETF.588000,100,1.001,20230810140059500,
SSE.ETF.588000,100,1.001,20230810140159500,
SSE.ETF.588000,100,1.001,20230810140259540,
SSE.ETF.588000,100,1.001,20230810140357000,
SSE.ETF.588000,100,1.001,20230810140459500,
SSE.ETF.588000,100,1.002,20230810140559500,
SSE.ETF.588000,100,1.002,20230810140659690,
SSE.ETF.588000,100,1.002,20230810140800000,
SSE.ETF.588000,100,1.003,20230810140859910,
SSE.ETF.588000,100,1.002,20230810140959720,
SSE.ETF.588000,100,1.002,20230810141101989,
SSE.ETF.588000,100,1.003,20230810141159580,
SSE.ETF.588000,100,1.003,20230810141259620,
SSE.ETF.588000,100,1.003,20230810141358270,
SSE.ETF.588000,100,1.003,20230810141458760,
SSE.ETF.588000,100,1.003,20230810141559790,
SSE.ETF.588000,100,1.003,20230810141700000,
SSE.ETF.588000,100,1.002,20230810141758740,
SSE.ETF.588000,100,1.002,20230810141859410,
SSE.ETF.588000,100,1.003,20230810141959700,
SSE.ETF.588000,100,1.003,20230810142059770,
SSE.ETF.588000,100,1.003,20230810142159660,
SSE.ETF.588000,100,1.003,20230810142259500,
SSE.ETF.588000,100,1.003,20230810142359800,
SSE.ETF.588000,100,1.003,20230810142459770,
SSE.ETF.588000,100,1.002,20230810142559780,
SSE.ETF.588000,100,1.003,20230810142659810,
SSE.ETF.588000,100,1.003,20230810142759660,
SSE.ETF.588000,100,1.003,20230810142859760,
SSE.ETF.588000,100,1.003,20230810142959790,
SSE.ETF.588000,100,1.002,20230810143059650,
SSE.ETF.588000,100,1.002,20230810143159810,
SSE.ETF.588000,100,1.003,20230810143258310,
SSE.ETF.588000,100,1.002,20230810143357500,
SSE.ETF.588000,100,1.002,20230810143459500,
SSE.ETF.588000,100,1.003,20230810143558860,
SSE.ETF.588000,100,1.003,20230810143659870,
SSE.ETF.588000,100,1.003,20230810143759860,
SSE.ETF.588000,100,1.003,20230810143859850,
SSE.ETF.588000,100,1.003,20230810143957755,
SSE.ETF.588000,100,1.002,20230810144059880,
SSE.ETF.588000,100,1.003,20230810144159850,
SSE.ETF.588000,100,1.003,20230810144259840,
SSE.ETF.588000,100,1.003,20230810144359760,
SSE.ETF.588000,100,1.002,20230810144459500,
SSE.ETF.588000,100,1.003,20230810144559500,
SSE.ETF.588000,100,1.003,20230810144659870,
SSE.ETF.588000,100,1.002,20230810144759890,
SSE.ETF.588000,100,1.003,20230810144857520,
SSE.ETF.588000,100,1.004,20230810144959850,
SSE.ETF.588000,100,1.004,20230810145100000,
SSE.ETF.588000,100,1.004,20230810145159500,
SSE.ETF.588000,100,1.004,20230810145259840,
SSE.ETF.588000,100,1.003,20230810145359890,
SSE.ETF.588000,100,1.004,20230810145459690,
SSE.ETF.588000,100,1.004,20230810145559500,
SSE.ETF.588000,100,1.004,20230810145659880,
SSE.ETF.588000,100,1.004,20230810145758430,
SSE.ETF.588000,100,1.003,20230810145858430,
SSE.ETF.588000,100,1.004,20230810145959840,
SSE.ETF.588000,100,1.003,20230811093059860,
SSE.ETF.588000,100,1.002,20230811093159840,
SSE.ETF.588000,100,1.002,20230811093259790,
SSE.ETF.588000,100,1.002,20230811093359350,
SSE.ETF.588000,100,1.001,20230811093459810,
SSE.ETF.588000,100,1.002,20230811093559730,
SSE.ETF.588000,100,1.002,20230811093659800,
SSE.ETF.588000,100,1.002,20230811093759370,
SSE.ETF.588000,100,1.001,20230811094559560,
SSE.ETF.588000,-100,0.998,20230811100659800,
SSE.ETF.588000,-100,0.998,20230811102459570,
SSE.ETF.588000,-100,0.997,20230811102559500,
SSE.ETF.588000,-100,0.998,20230811102659590,
SSE.ETF.588000,-100,0.998,20230811102759500,
SSE.ETF.588000,-100,0.998,20230811102859690,
SSE.ETF.588000,-100,0.998,20230811102959650,
SSE.ETF.588000,-100,0.998,20230811103059100,
SSE.ETF.588000,-100,0.997,20230811103658421,
SSE.ETF.588000,-100,0.996,20230811103759780,
SSE.ETF.588000,-100,0.997,20230811103859680,
SSE.ETF.588000,-100,0.997,20230811103959670,
SSE.ETF.588000,-100,0.997,20230811104859810,
SSE.ETF.588000,-100,0.997,20230811104959460,
SSE.ETF.588000,-100,0.996,20230811105059730,
SSE.ETF.588000,-100,0.975,20230814093100000,
SSE.ETF.588000,-100,0.976,20230814093159950,
SSE.ETF.588000,-100,0.977,20230814093259000,
SSE.ETF.588000,-100,0.975,20230814093359500,
SSE.ETF.588000,-100,0.974,20230814093459960,
SSE.ETF.588000,-100,0.973,20230814093600200,
SSE.ETF.588000,-100,0.973,20230814093659970,
SSE.ETF.588000,-100,0.972,20230814093759500,
SSE.ETF.588000,-100,0.974,20230814093859700,
SSE.ETF.588000,-100,0.973,20230814093959000,
SSE.ETF.588000,-100,0.973,20230814094058500,
SSE.ETF.588000,-100,0.974,20230814094159500,
SSE.ETF.588000,-100,0.975,20230814094259500,
SSE.ETF.588000,-100,0.975,20230814094359500,
SSE.ETF.588000,-100,0.973,20230814094459997,
SSE.ETF.588000,-100,0.974,20230814094559700,
SSE.ETF.588000,-100,0.974,20230814094659500,
SSE.ETF.588000,-100,0.975,20230814094759500,
SSE.ETF.588000,-100,0.975,20230814094859700,
SSE.ETF.588000,-100,0.975,20230814094959990,
SSE.ETF.588000,-100,0.975,20230814095059500,
SSE.ETF.588000,-100,0.975,20230814095159530,
SSE.ETF.588000,-100,0.976,20230814095259550,
SSE.ETF.588000,-100,0.975,20230814095359560,
SSE.ETF.588000,-100,0.975,20230814095459500,
SSE.ETF.588000,-100,0.974,20230814095559500,
