code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159922,202308280956,SHORT,OPEN,5.972,100,,7.17,2
SZSE.ETF.159922,202308280958,SHORT,CLOSE,5.972,100,,7.17,4
SZSE.ETF.159922,202308280958,LONG,OPEN,5.972,100,,7.17,4
SZSE.ETF.159922,202308280959,LONG,CLOSE,5.972,100,,7.17,5
SZSE.ETF.159922,202308280959,SHORT,OPEN,5.972,100,,7.17,5
SZSE.ETF.159922,202308281000,SHORT,CLOSE,5.98,100,,7.18,6
SZSE.ETF.159922,202308281000,LONG,OPEN,5.98,100,,7.18,6
SZSE.ETF.159922,202308281001,LONG,CLOSE,5.97,100,,7.16,7
SZSE.ETF.159922,202308281001,SHORT,OPEN,5.97,100,,7.16,7
SZSE.ETF.159922,202308281002,SHORT,CLOSE,5.968,100,,7.16,8
SZSE.ETF.159922,202308281002,LONG,OPEN,5.968,100,,7.16,8
SZSE.ETF.159922,202308281004,LONG,CLOSE,5.978,100,,7.17,10
SZSE.ETF.159922,202308281010,SHORT,OPEN,5.962,100,,7.15,16
SZSE.ETF.159922,202308281012,SHORT,CLOSE,5.958,100,,7.15,18
SZSE.ETF.159922,202308281012,LONG,OPEN,5.958,100,,7.15,18
SZSE.ETF.159922,202308281014,LONG,CLOSE,5.967,100,,7.16,20
SZSE.ETF.159922,202308281014,SHORT,OPEN,5.967,100,,7.16,20
SZSE.ETF.159922,202308281016,SHORT,CLOSE,5.968,100,,7.16,22
SZSE.ETF.159922,202308281016,LONG,OPEN,5.968,100,,7.16,22
SZSE.ETF.159922,202308281018,LONG,CLOSE,5.963,100,,7.16,24
SZSE.ETF.159922,202308281018,SHORT,OPEN,5.963,100,,7.16,24
SZSE.ETF.159922,202308281019,SHORT,CLOSE,5.977,100,,7.17,25
SZSE.ETF.159922,202308281019,LONG,OPEN,5.977,100,,7.17,25
SZSE.ETF.159922,202308281020,LONG,CLOSE,5.955,100,,7.15,26
SZSE.ETF.159922,202308281020,SHORT,OPEN,5.955,100,,7.15,26
SZSE.ETF.159922,202308281021,SHORT,CLOSE,5.973,100,,7.17,27
SZSE.ETF.159922,202308281028,SHORT,OPEN,5.943,100,,7.13,34
SZSE.ETF.159922,202308281029,SHORT,CLOSE,5.95,100,,7.14,35
SZSE.ETF.159922,202308281029,LONG,OPEN,5.95,100,,7.14,35
SZSE.ETF.159922,202308281030,LONG,CLOSE,5.946,100,,7.14,36
SZSE.ETF.159922,202308281031,LONG,OPEN,5.949,100,,7.14,37
SZSE.ETF.159922,202308281033,LONG,CLOSE,5.945,100,,7.13,39
SZSE.ETF.159922,202308281039,LONG,OPEN,5.965,100,,7.16,45
SZSE.ETF.159922,202308281040,LONG,CLOSE,5.968,100,,7.16,46
SZSE.ETF.159922,202308281441,SHORT,OPEN,5.847,100,,7.02,197
SZSE.ETF.159922,202308281442,SHORT,CLOSE,5.862,100,,7.03,198
SZSE.ETF.159922,202308281442,LONG,OPEN,5.862,100,,7.03,198
SZSE.ETF.159922,202308281444,LONG,CLOSE,5.858,100,,7.03,200
SZSE.ETF.159922,202308281444,SHORT,OPEN,5.858,100,,7.03,200
SZSE.ETF.159922,202308281445,SHORT,CLOSE,5.866,100,,7.04,201
SZSE.ETF.159922,202308281445,LONG,OPEN,5.866,100,,7.04,201
SZSE.ETF.159922,202308281448,LONG,CLOSE,5.88,100,,7.06,204
SZSE.ETF.159922,202308281448,SHORT,OPEN,5.88,100,,7.06,204
SZSE.ETF.159922,202308281449,SHORT,CLOSE,5.885,100,,7.06,205
SZSE.ETF.159922,202308281449,LONG,OPEN,5.885,100,,7.06,205
SZSE.ETF.159922,202308281450,LONG,CLOSE,5.873,100,,7.05,206
SZSE.ETF.159922,202308281450,SHORT,OPEN,5.873,100,,7.05,206
SZSE.ETF.159922,202308281450,SHORT,CLOSE,5.873,100,,7.05,207
