code,target,sigprice,gentime,usertag
SZSE.ETF.159922,-100,5.974,20230828095459924,
SZSE.ETF.159922,-100,5.97,20230828095559332,
SZSE.ETF.159922,100,5.973,20230828095700800,
SZSE.ETF.159922,-100,5.973,20230828095800444,
SZSE.ETF.159922,100,5.982,20230828095900421,
SZSE.ETF.159922,-100,5.966,20230828100000360,
SZSE.ETF.159922,100,5.967,20230828100100363,
SZSE.ETF.159922,0,5.975,20230828100200396,
SZSE.ETF.159922,-0,5.978,20230828100300443,
SZSE.ETF.159922,0,5.988,20230828100359819,
SZSE.ETF.159922,-0,5.984,20230828100459977,
SZSE.ETF.159922,-0,5.981,20230828100559870,
SZSE.ETF.159922,-0,5.978,20230828100659975,
SZSE.ETF.159922,-100,5.969,20230828100800485,
SZSE.ETF.159922,-100,5.962,20230828100859800,
SZSE.ETF.159922,-100,5.957,20230828100959816,
SZSE.ETF.159922,100,5.959,20230828101059800,
SZSE.ETF.159922,100,5.968,20230828101200800,
SZSE.ETF.159922,-100,5.966,20230828101259994,
SZSE.ETF.159922,-0,5.961,20230828101359877,
SZSE.ETF.159922,100,5.967,20230828101500300,
SZSE.ETF.159922,100,5.974,20230828101559800,
SZSE.ETF.159922,-100,5.962,20230828101659800,
SZSE.ETF.159922,100,5.967,20230828101759800,
SZSE.ETF.159922,-100,5.957,20230828101859800,
SZSE.ETF.159922,-0,5.945,20230828101959800,
SZSE.ETF.159922,0,5.952,20230828102059800,
SZSE.ETF.159922,-0,5.944,20230828102159800,
SZSE.ETF.159922,-0,5.938,20230828102259800,
SZSE.ETF.159922,-0,5.975,20230828102359800,
SZSE.ETF.159922,100,5.944,20230828102459800,
SZSE.ETF.159922,100,5.951,20230828102559800,
SZSE.ETF.159922,-100,5.943,20230828102659800,
SZSE.ETF.159922,100,5.95,20230828102759800,
SZSE.ETF.159922,-0,5.946,20230828102900300,
SZSE.ETF.159922,100,5.949,20230828103000329,
SZSE.ETF.159922,100,5.953,20230828103100324,
SZSE.ETF.159922,-0,5.945,20230828103159800,
SZSE.ETF.159922,0,5.948,20230828103259823,
SZSE.ETF.159922,-0,5.946,20230828103359926,
SZSE.ETF.159922,0,5.953,20230828103459973,
SZSE.ETF.159922,100,5.959,20230828103559885,
SZSE.ETF.159922,-100,5.957,20230828103659869,
SZSE.ETF.159922,100,5.967,20230828103759953,
SZSE.ETF.159922,0,5.968,20230828103859860,
SZSE.ETF.159922,-0,5.965,20230828104000500,
SZSE.ETF.159922,0,5.973,20230828104059800,
SZSE.ETF.159922,0,5.975,20230828104159800,
SZSE.ETF.159922,-0,5.965,20230828104259855,
SZSE.ETF.159922,0,5.965,20230828104359800,
SZSE.ETF.159922,-0,5.962,20230828104459800,
SZSE.ETF.159922,0,5.966,20230828104559861,
SZSE.ETF.159922,-0,5.956,20230828104659914,
SZSE.ETF.159922,0,5.959,20230828104759817,
SZSE.ETF.159922,-0,5.952,20230828104900500,
SZSE.ETF.159922,0,5.953,20230828104959922,
SZSE.ETF.159922,0,5.96,20230828105059967,
SZSE.ETF.159922,0,5.97,20230828105159964,
SZSE.ETF.159922,0,5.972,20230828105259946,
SZSE.ETF.159922,-0,5.965,20230828105359960,
SZSE.ETF.159922,-0,5.962,20230828105459894,
SZSE.ETF.159922,0,5.962,20230828105559800,
SZSE.ETF.159922,-0,5.96,20230828105659800,
SZSE.ETF.159922,0,5.961,20230828105759943,
SZSE.ETF.159922,-0,5.958,20230828105901300,
SZSE.ETF.159922,-0,5.957,20230828105959839,
SZSE.ETF.159922,-0,5.955,20230828110059899,
SZSE.ETF.159922,-0,5.953,20230828110159800,
SZSE.ETF.159922,0,5.952,20230828110259800,
SZSE.ETF.159922,0,5.955,20230828110359800,
SZSE.ETF.159922,-0,5.952,20230828110459986,
SZSE.ETF.159922,-0,5.951,20230828110559875,
SZSE.ETF.159922,0,5.954,20230828110659800,
SZSE.ETF.159922,-0,5.954,20230828110759800,
SZSE.ETF.159922,-0,5.95,20230828110859800,
SZSE.ETF.159922,0,5.952,20230828110959896,
SZSE.ETF.159922,-0,5.951,20230828111059825,
SZSE.ETF.159922,-0,5.95,20230828111159840,
SZSE.ETF.159922,-0,5.943,20230828111259835,
SZSE.ETF.159922,0,5.947,20230828111359877,
SZSE.ETF.159922,0,5.95,20230828111459949,
SZSE.ETF.159922,0,5.952,20230828111559817,
SZSE.ETF.159922,-0,5.953,20230828111659948,
SZSE.ETF.159922,0,5.949,20230828111800800,
SZSE.ETF.159922,-0,5.952,20230828111900500,
SZSE.ETF.159922,-0,5.942,20230828111959817,
SZSE.ETF.159922,0,5.946,20230828112059800,
SZSE.ETF.159922,0,5.949,20230828112159818,
SZSE.ETF.159922,-0,5.945,20230828112259983,
SZSE.ETF.159922,-0,5.944,20230828112359847,
SZSE.ETF.159922,0,5.944,20230828112459817,
SZSE.ETF.159922,-0,5.943,20230828112559800,
SZSE.ETF.159922,-0,5.943,20230828112659800,
SZSE.ETF.159922,-0,5.944,20230828112759829,
SZSE.ETF.159922,-0,5.94,20230828112859960,
SZSE.ETF.159922,-0,5.94,20230828113000000,
SZSE.ETF.159922,-0,5.936,20230828130059800,
SZSE.ETF.159922,-0,5.931,20230828130200800,
SZSE.ETF.159922,-0,5.931,20230828130300800,
SZSE.ETF.159922,-0,5.928,20230828130400800,
SZSE.ETF.159922,-0,5.924,20230828130500800,
SZSE.ETF.159922,-0,5.923,20230828130559800,
SZSE.ETF.159922,-0,5.928,20230828130700800,
SZSE.ETF.159922,0,5.924,20230828130800800,
SZSE.ETF.159922,-0,5.919,20230828130859800,
SZSE.ETF.159922,-0,5.916,20230828131000800,
SZSE.ETF.159922,-0,5.913,20230828131059800,
SZSE.ETF.159922,0,5.916,20230828131159800,
SZSE.ETF.159922,-0,5.913,20230828131259800,
SZSE.ETF.159922,0,5.916,20230828131400800,
SZSE.ETF.159922,-0,5.901,20230828131459800,
SZSE.ETF.159922,-0,5.899,20230828131559800,
SZSE.ETF.159922,0,5.9,20230828131659800,
SZSE.ETF.159922,-0,5.897,20230828131800800,
SZSE.ETF.159922,0,5.904,20230828131859800,
SZSE.ETF.159922,-0,5.905,20230828132000800,
SZSE.ETF.159922,-0,5.899,20230828132100800,
SZSE.ETF.159922,-0,5.892,20230828132159800,
SZSE.ETF.159922,-0,5.889,20230828132259800,
SZSE.ETF.159922,-0,5.888,20230828132359800,
SZSE.ETF.159922,-0,5.887,20230828132459800,
SZSE.ETF.159922,-0,5.884,20230828132559800,
SZSE.ETF.159922,-0,5.882,20230828132659940,
SZSE.ETF.159922,0,5.89,20230828132759800,
SZSE.ETF.159922,0,5.896,20230828132859800,
SZSE.ETF.159922,-0,5.888,20230828132959800,
SZSE.ETF.159922,0,5.898,20230828133059800,
SZSE.ETF.159922,-0,5.897,20230828133159800,
SZSE.ETF.159922,0,5.903,20230828133259800,
SZSE.ETF.159922,-0,5.889,20230828133359800,
SZSE.ETF.159922,0,5.894,20230828133459800,
SZSE.ETF.159922,-0,5.891,20230828133600500,
SZSE.ETF.159922,0,5.896,20230828133659800,
SZSE.ETF.159922,-0,5.893,20230828133759800,
SZSE.ETF.159922,-0,5.892,20230828133859800,
SZSE.ETF.159922,-0,5.892,20230828133959800,
SZSE.ETF.159922,0,5.89,20230828134059800,
SZSE.ETF.159922,0,5.893,20230828134159977,
SZSE.ETF.159922,0,5.895,20230828134300500,
SZSE.ETF.159922,-0,5.897,20230828134359800,
SZSE.ETF.159922,-0,5.893,20230828134459899,
SZSE.ETF.159922,0,5.9,20230828134559951,
SZSE.ETF.159922,0,5.908,20230828134659800,
SZSE.ETF.159922,-0,5.902,20230828134800800,
SZSE.ETF.159922,0,5.907,20230828134900800,
