time,exchg,code,price,open,high,low,settle_price,upper_limit,lower_limit,total_volume,volume,total_turnover,turnover,open_interest,diff_interest,trading_date,action_date,action_time,pre_close,pre_settle,pre_interest,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,bid_qty_0,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_qty_6,bid_qty_7,bid_qty_8,bid_qty_9,ask_qty_0,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_qty_6,ask_qty_7,ask_qty_8,ask_qty_9
20230901093001504,SSE,SSE.ETF.510050,2.601,2.601,2.603,2.6,0.0,2.849,2.331,5366100.0,5366100.0,13957685.0,13957685.0,0.0,0.0,20230901,20230901,93001505,2.59,0.0,0.0,2.601,2.6,2.599,2.598,2.597,0.0,0.0,0.0,0.0,0.0,2.603,2.604,2.605,2.606,2.607,0.0,0.0,0.0,0.0,0.0,14100.0,1027500.0,388800.0,149200.0,205600.0,0.0,0.0,0.0,0.0,0.0,645300.0,660700.0,727500.0,450400.0,707500.0,0.0,0.0,0.0,0.0,0.0
20230901093006740,SSE,SSE.ETF.510050,2.602,2.601,2.604,2.6,0.0,2.849,2.331,9503100.0,4137000.0,24720499.0,10762814.0,0.0,0.0,20230901,20230901,93006740,2.59,0.0,0.0,2.601,2.6,2.599,2.598,2.597,0.0,0.0,0.0,0.0,0.0,2.602,2.603,2.604,2.605,2.606,0.0,0.0,0.0,0.0,0.0,50700.0,2048700.0,1172300.0,243000.0,153300.0,0.0,0.0,0.0,0.0,0.0,829100.0,2000.0,993400.0,878800.0,955800.0,0.0,0.0,0.0,0.0,0.0
20230901093006940,SSE,SSE.ETF.510050,2.603,2.601,2.605,2.6,0.0,2.849,2.331,12195800.0,2692700.0,31730085.0,7009586.0,0.0,0.0,20230901,20230901,93006940,2.59,0.0,0.0,2.603,2.602,2.601,2.6,2.599,0.0,0.0,0.0,0.0,0.0,2.605,2.606,2.607,2.608,2.609,0.0,0.0,0.0,0.0,0.0,514900.0,872300.0,209900.0,1149900.0,300500.0,0.0,0.0,0.0,0.0,0.0,353700.0,1153100.0,1822700.0,1302500.0,1463900.0,0.0,0.0,0.0,0.0,0.0
20230901093009216,SSE,SSE.ETF.510050,2.603,2.601,2.605,2.6,0.0,2.849,2.331,12678300.0,482500.0,32986180.0,1256095.0,0.0,0.0,20230901,20230901,93009216,2.59,0.0,0.0,2.603,2.602,2.601,2.6,2.599,0.0,0.0,0.0,0.0,0.0,2.604,2.605,2.606,2.607,2.608,0.0,0.0,0.0,0.0,0.0,105700.0,311000.0,563200.0,966400.0,460500.0,0.0,0.0,0.0,0.0,0.0,100.0,362800.0,735100.0,1519100.0,1322500.0,0.0,0.0,0.0,0.0,0.0
20230901093012052,SSE,SSE.ETF.510050,2.604,2.601,2.606,2.6,0.0,2.849,2.331,13513100.0,834800.0,35160817.0,2174637.0,0.0,0.0,20230901,20230901,93012053,2.59,0.0,0.0,2.604,2.603,2.602,2.601,2.6,0.0,0.0,0.0,0.0,0.0,2.605,2.606,2.607,2.608,2.609,0.0,0.0,0.0,0.0,0.0,332200.0,395100.0,1064000.0,364600.0,960900.0,0.0,0.0,0.0,0.0,0.0,104100.0,604500.0,1706200.0,1666100.0,1205300.0,0.0,0.0,0.0,0.0,0.0
20230901093015240,SSE,SSE.ETF.510050,2.603,2.601,2.606,2.6,0.0,2.849,2.331,14786500.0,1273400.0,38477639.0,3316822.0,0.0,0.0,20230901,20230901,93015241,2.59,0.0,0.0,2.603,2.602,2.601,2.6,2.599,0.0,0.0,0.0,0.0,0.0,2.604,2.605,2.606,2.607,2.608,0.0,0.0,0.0,0.0,0.0,634100.0,2991400.0,2539400.0,811600.0,320500.0,0.0,0.0,0.0,0.0,0.0,30400.0,1525900.0,355200.0,1396200.0,1206100.0,0.0,0.0,0.0,0.0,0.0
20230901093018064,SSE,SSE.ETF.510050,2.605,2.601,2.606,2.6,0.0,2.849,2.331,16021000.0,1234500.0,41692729.0,3215090.0,0.0,0.0,20230901,20230901,93018062,2.59,0.0,0.0,2.604,2.603,2.602,2.601,2.6,0.0,0.0,0.0,0.0,0.0,2.605,2.606,2.607,2.608,2.609,0.0,0.0,0.0,0.0,0.0,1188500.0,2174600.0,3381100.0,532300.0,1031600.0,0.0,0.0,0.0,0.0,0.0,1010000.0,421200.0,1717200.0,2116100.0,2264500.0,0.0,0.0,0.0,0.0,0.0
20230901093021080,SSE,SSE.ETF.510050,2.606,2.601,2.607,2.6,0.0,2.849,2.331,17776500.0,1755500.0,46266287.0,4573558.0,0.0,0.0,20230901,20230901,93021082,2.59,0.0,0.0,2.606,2.605,2.604,2.603,2.602,0.0,0.0,0.0,0.0,0.0,2.607,2.608,2.609,2.61,2.611,0.0,0.0,0.0,0.0,0.0,114200.0,60000.0,395800.0,1960300.0,3191100.0,0.0,0.0,0.0,0.0,0.0,2306200.0,1216100.0,2348600.0,2766900.0,2397400.0,0.0,0.0,0.0,0.0,0.0
20230901093021272,SSE,SSE.ETF.510050,2.604,2.601,2.606,2.6,0.0,2.849,2.331,13513100.0,834800.0,35160817.0,2174637.0,0.0,0.0,20230901,20230901,93021272,2.59,0.0,0.0,2.604,2.603,2.602,2.601,2.6,0.0,0.0,0.0,0.0,0.0,2.605,2.606,2.607,2.608,2.609,0.0,0.0,0.0,0.0,0.0,332200.0,395100.0,1064000.0,364600.0,960900.0,0.0,0.0,0.0,0.0,0.0,104100.0,604500.0,1706200.0,1666100.0,1205300.0,0.0,0.0,0.0,0.0,0.0
20230901093024064,SSE,SSE.ETF.510050,2.607,2.601,2.607,2.6,0.0,2.849,2.331,18501700.0,725200.0,48156775.0,1890488.0,0.0,0.0,20230901,20230901,93024064,2.59,0.0,0.0,2.606,2.605,2.604,2.603,2.602,0.0,0.0,0.0,0.0,0.0,2.607,2.608,2.609,2.61,2.611,0.0,0.0,0.0,0.0,0.0,422000.0,1730800.0,3171700.0,164500.0,1368100.0,0.0,0.0,0.0,0.0,0.0,797600.0,2430100.0,1524500.0,1796900.0,2434500.0,0.0,0.0,0.0,0.0,0.0
