code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159901,LONG,202308230952,2.704,202308230956,2.703,100,-10,-10,,,9,13
SZSE.ETF.159901,LONG,202308230957,2.703,202308231002,2.703,100,0,-10,,,14,18
SZSE.ETF.159901,LONG,202308231052,2.695,202308231053,2.697,100,20,10,,,52,53
SZSE.ETF.159901,LONG,202308231323,2.697,202308231327,2.693,100,-40,-30,,,98,102
SZSE.ETF.159901,LONG,202308231330,2.697,202308231331,2.695,100,-20,-50,,,105,106
SZSE.ETF.159901,LONG,202308231332,2.695,202308231333,2.693,100,-20,-70,,,107,108
SZSE.ETF.159901,LONG,202308231335,2.694,202308231338,2.695,100,10,-60,,,110,113
SZSE.ETF.159901,LONG,202308231346,2.695,202308231351,2.696,100,10,-50,,,121,125
SZSE.ETF.159901,LONG,202308231357,2.703,202308231359,2.701,100,-20,-70,,,131,132
SZSE.ETF.159901,SHORT,202308231424,2.686,202308231425,2.688,100,-20,-90,,,157,158
SZSE.ETF.159901,LONG,202308231425,2.688,202308231426,2.686,100,-20,-110,,,158,159
SZSE.ETF.159901,SHORT,202308231426,2.686,202308231431,2.684,100,20,-90,,,159,163
SZSE.ETF.159901,SHORT,202308231429,2.684,202308231431,2.684,9900,-0,-90,,,161,163
SZSE.ETF.159901,SHORT,202308231432,2.685,202308231434,2.681,10000,4000,3910,,,164,166
SZSE.ETF.159901,LONG,202308231434,2.681,202308231435,2.68,10000,-1000,2910,,,166,167
SZSE.ETF.159901,SHORT,202308231435,2.68,202308231437,2.682,10000,-2000,910,,,167,169
SZSE.ETF.159901,LONG,202308231437,2.682,202308231438,2.679,10000,-3000,-2090,,,169,170
SZSE.ETF.159901,SHORT,202308231438,2.679,202308231439,2.677,10000,2000,-90,,,170,171
SZSE.ETF.159901,LONG,202308231440,2.678,202308231442,2.676,10000,-2000,-2090,,,172,174
SZSE.ETF.159901,SHORT,202308231442,2.676,202308231443,2.679,10000,-3000,-5090,,,174,175
SZSE.ETF.159901,LONG,202308231443,2.679,202308231444,2.679,10000,0,-5090,,,175,176
SZSE.ETF.159901,LONG,202308231445,2.683,202308231448,2.681,10000,-2000,-7090,,,177,179
SZSE.ETF.159901,SHORT,202308231448,2.681,202308231451,2.679,10000,2000,-5090,,,179,182
SZSE.ETF.159901,LONG,202308231451,2.679,202308231453,2.68,10000,1000,-4090,,,182,184
SZSE.ETF.159901,SHORT,202308231453,2.68,202308231457,2.676,10000,4000,-90,,,184,188
SZSE.ETF.159901,LONG,202308231457,2.676,202308231458,2.676,10000,0,-90,,,188,189
SZSE.ETF.159901,SHORT,202308241407,2.716,202308241409,2.713,10000,3000,2910,,,214,215
SZSE.ETF.159901,SHORT,202308251356,2.703,202308251358,2.708,100,-50,2860,,,420,422
SZSE.ETF.159901,LONG,202308251358,2.708,202308251400,2.709,100,10,2870,,,422,424
SZSE.ETF.159901,SHORT,202308251400,2.709,202308251401,2.707,100,20,2890,,,424,425
SZSE.ETF.159901,SHORT,202308251402,2.702,202308251403,2.702,100,-0,2890,,,426,427
