code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159919,202308280956,SHORT,OPEN,3.956,100,,4.75,2
SZSE.ETF.159919,202308280958,SHORT,CLOSE,3.954,100,,4.74,4
SZSE.ETF.159919,202308280958,LONG,OPEN,3.954,100,,4.74,4
SZSE.ETF.159919,202308281001,LONG,CLOSE,3.956,100,,4.75,7
SZSE.ETF.159919,202308281001,SHORT,OPEN,3.956,100,,4.75,7
SZSE.ETF.159919,202308281003,SHORT,CLOSE,3.957,100,,4.75,9
SZSE.ETF.159919,202308281003,LONG,OPEN,3.957,100,,4.75,9
SZSE.ETF.159919,202308281006,LONG,CLOSE,3.961,100,,4.75,12
SZSE.ETF.159919,202308281006,SHORT,OPEN,3.961,100,,4.75,12
SZSE.ETF.159919,202308281012,SHORT,CLOSE,3.942,100,,4.73,18
SZSE.ETF.159919,202308281012,LONG,OPEN,3.942,100,,4.73,18
SZSE.ETF.159919,202308281014,LONG,CLOSE,3.945,100,,4.73,20
SZSE.ETF.159919,202308281014,SHORT,OPEN,3.945,100,,4.73,20
SZSE.ETF.159919,202308281016,SHORT,CLOSE,3.946,100,,4.74,22
SZSE.ETF.159919,202308281016,LONG,OPEN,3.946,100,,4.74,22
SZSE.ETF.159919,202308281018,LONG,CLOSE,3.944,100,,4.73,24
SZSE.ETF.159919,202308281018,SHORT,OPEN,3.944,100,,4.73,24
SZSE.ETF.159919,202308281019,SHORT,CLOSE,3.946,100,,4.74,25
SZSE.ETF.159919,202308281019,LONG,OPEN,3.946,100,,4.74,25
SZSE.ETF.159919,202308281020,LONG,CLOSE,3.936,100,,4.72,26
SZSE.ETF.159919,202308281020,SHORT,OPEN,3.936,100,,4.72,26
SZSE.ETF.159919,202308281022,SHORT,CLOSE,3.936,100,,4.72,28
SZSE.ETF.159919,202308281022,LONG,OPEN,3.936,100,,4.72,28
SZSE.ETF.159919,202308281023,LONG,CLOSE,3.932,100,,4.72,29
SZSE.ETF.159919,202308281023,SHORT,OPEN,3.932,100,,4.72,29
SZSE.ETF.159919,202308281026,SHORT,CLOSE,3.933,100,,4.72,32
