date,predynbalance,prebalance,balance,closeprofit,dynprofit,fee,maxdynbalance,maxtime,mindynbalance,mintime,mdmaxbalance,mdmaxdate,mdminbalance,mdmindate
20230724,0,0,0,0,0,0,0,135638861,0,135638861,0,20230719,0,20230719
