code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159915,LONG,202308231309,2.009,202308231310,2.007,100,-20,-20,,,617,618
SZSE.ETF.159915,LONG,202308231324,2.007,202308231326,2.007,100,0,-20,,,631,633
SZSE.ETF.159915,LONG,202308231327,2.005,202308231329,2.007,100,20,4.43734e-12,,,634,636
SZSE.ETF.159915,LONG,202308231355,2.009,202308231357,2.014,100,50,50,,,661,663
SZSE.ETF.159915,LONG,202308231412,2.004,202308231413,2.004,100,0,50,,,677,678
SZSE.ETF.159915,SHORT,202308231419,2.003,202308231426,1.999,100,40,90,,,684,691
SZSE.ETF.159915,LONG,202308231426,1.999,202308231427,1.996,100,-30,60,,,691,692
SZSE.ETF.159915,SHORT,202308231427,1.996,202308231431,1.997,100,-10,50,,,692,695
SZSE.ETF.159915,SHORT,202308231429,1.994,202308231431,1.997,9900,-2970,-2920,,,693,695
SZSE.ETF.159915,LONG,202308231431,1.997,202308231432,1.996,10000,-1000,-3920,,,695,696
SZSE.ETF.159915,SHORT,202308231432,1.996,202308231434,1.994,10000,2000,-1920,,,696,698
SZSE.ETF.159915,LONG,202308231434,1.994,202308231435,1.992,10000,-2000,-3920,,,698,699
SZSE.ETF.159915,SHORT,202308231435,1.992,202308231437,1.992,10000,-0,-3920,,,699,701
SZSE.ETF.159915,LONG,202308231437,1.992,202308231438,1.993,10000,1000,-2920,,,701,702
SZSE.ETF.159915,SHORT,202308231438,1.993,202308231440,1.992,10000,1000,-1920,,,702,704
SZSE.ETF.159915,LONG,202308231440,1.992,202308231441,1.991,10000,-1000,-2920,,,704,705
SZSE.ETF.159915,SHORT,202308231441,1.991,202308231443,1.992,10000,-1000,-3920,,,705,707
SZSE.ETF.159915,LONG,202308231443,1.992,202308231448,1.995,10000,3000,-920,,,707,710
SZSE.ETF.159915,SHORT,202308231448,1.995,202308231451,1.994,10000,1000,80,,,710,713
SZSE.ETF.159915,LONG,202308231451,1.994,202308231452,1.993,10000,-1000,-920,,,713,714
SZSE.ETF.159915,SHORT,202308231452,1.993,202308231457,1.988,10000,5000,4080,,,714,719
SZSE.ETF.159915,LONG,202308231457,1.988,202308231459,1.988,10000,0,4080,,,719,721
SZSE.ETF.159915,LONG,202308241438,2.017,202308241449,2.015,10000,-2000,2080,,,774,775
SZSE.ETF.159915,LONG,202308241456,2.014,202308241457,2.014,10000,0,2080,,,779,780
SZSE.ETF.159915,SHORT,202308241457,2.014,202308241459,2.014,10000,-0,2080,,,780,782
SZSE.ETF.159915,LONG,202308251359,2.005,202308251400,2.001,100,-40,2040,,,954,955
