date,closeprofit,positionprofit,dynbalance,fee
20230818,0.00,0.00,0.00,0.00
20230821,0.00,0.00,0.00,0.00
20230822,0.00,0.00,0.00,0.00
20230823,4080.00,0.00,1928.64,2151.36
20230824,2080.00,0.00,-1521.92,3601.92
