code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159901,202308101008,SHORT,OPEN,2.918,100,,0,361
SZSE.ETF.159901,202308101346,SHORT,CLOSE,2.915,100,,0,428
SZSE.ETF.159901,202308101346,LONG,OPEN,2.915,100,,0,428
SZSE.ETF.159901,202308111008,LONG,CLOSE,2.905,100,,0,511
SZSE.ETF.159901,202308111008,SHORT,OPEN,2.905,100,,0,511
SZSE.ETF.159901,202308141333,SHORT,CLOSE,2.808,100,,0,674
SZSE.ETF.159901,202308141333,LONG,OPEN,2.808,100,,0,674
SZSE.ETF.159901,202308151004,LONG,CLOSE,2.812,100,,0,791
SZSE.ETF.159901,202308151004,SHORT,OPEN,2.812,100,,0,791
SZSE.ETF.159901,202308151415,SHORT,CLOSE,2.81,100,,0,952
SZSE.ETF.159901,202308151415,LONG,OPEN,2.81,100,,0,952
SZSE.ETF.159901,202308160947,LONG,CLOSE,2.805,100,,0,1014
SZSE.ETF.159901,202308160947,SHORT,OPEN,2.805,100,,0,1014
SZSE.ETF.159901,202308160959,SHORT,CLOSE,2.805,100,,0,1026
SZSE.ETF.159901,202308160959,LONG,OPEN,2.805,100,,0,1026
SZSE.ETF.159901,202308161000,LONG,CLOSE,2.805,100,,0,1027
SZSE.ETF.159901,202308161000,SHORT,OPEN,2.805,100,,0,1027
SZSE.ETF.159901,202308161116,SHORT,CLOSE,2.815,100,,0,1103
SZSE.ETF.159901,202308161116,LONG,OPEN,2.815,100,,0,1103
SZSE.ETF.159901,202308161330,LONG,CLOSE,2.799,100,,0,1147
SZSE.ETF.159901,202308161330,SHORT,OPEN,2.799,100,,0,1147
SZSE.ETF.159901,202308171045,SHORT,CLOSE,2.783,100,,0,1312
SZSE.ETF.159901,202308171045,LONG,OPEN,2.783,100,,0,1312
