code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159901,SHORT,202308101008,2.918,202308101346,2.915,100,30,30,,,361,428
SZSE.ETF.159901,LONG,202308101346,2.915,202308111008,2.905,100,-100,-70,,,428,511
SZSE.ETF.159901,SHORT,202308111008,2.905,202308141333,2.808,100,970,900,,,511,674
SZSE.ETF.159901,LONG,202308141333,2.808,202308151004,2.812,100,40,940,,,674,791
SZSE.ETF.159901,SHORT,202308151004,2.812,202308151415,2.81,100,20,960,,,791,952
SZSE.ETF.159901,LONG,202308151415,2.81,202308160947,2.805,100,-50,910,,,952,1014
SZSE.ETF.159901,SHORT,202308160947,2.805,202308160959,2.805,100,-0,910,,,1014,1026
SZSE.ETF.159901,LONG,202308160959,2.805,202308161000,2.805,100,0,910,,,1026,1027
SZSE.ETF.159901,SHORT,202308161000,2.805,202308161116,2.815,100,-100,810,,,1027,1103
SZSE.ETF.159901,LONG,202308161116,2.815,202308161330,2.799,100,-160,650,,,1103,1147
SZSE.ETF.159901,SHORT,202308161330,2.799,202308171045,2.783,100,160,810,,,1147,1312
