time,exchg,code,price,open,high,low,settle_price,upper_limit,lower_limit,total_volume,volume,total_turnover,turnover,open_interest,diff_interest,trading_date,action_date,action_time,pre_close,pre_settle,pre_interest,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,bid_qty_0,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_qty_6,bid_qty_7,bid_qty_8,bid_qty_9,ask_qty_0,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_qty_6,ask_qty_7,ask_qty_8,ask_qty_9
20230823093659056,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4103216.0,103600.0,11150703.708,281377.6000000015,0.0,0.0,20230823,20230823,93659054,2.727,0.0,0.0,2.715,2.714,2.713,2.712,2.711,0.0,0.0,0.0,0.0,0.0,2.716,2.717,2.718,2.719,2.72,0.0,0.0,0.0,0.0,0.0,261300.0,428700.0,814000.0,229600.0,207900.0,0.0,0.0,0.0,0.0,0.0,43800.0,203600.0,242800.0,397300.0,272200.0,0.0,0.0,0.0,0.0,0.0
20230823093702092,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4303216.0,200000.0,11693903.708,543200.0,0.0,0.0,20230823,20230823,93702091,2.727,0.0,0.0,2.715,2.714,2.713,2.712,2.711,0.0,0.0,0.0,0.0,0.0,2.716,2.717,2.718,2.719,2.72,0.0,0.0,0.0,0.0,0.0,346300.0,306200.0,1361300.0,342400.0,207900.0,0.0,0.0,0.0,0.0,0.0,43800.0,203600.0,290100.0,358000.0,268900.0,0.0,0.0,0.0,0.0,0.0
20230823093705164,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4447016.0,143800.0,12084464.508,390560.7999999989,0.0,0.0,20230823,20230823,93705164,2.727,0.0,0.0,2.716,2.715,2.714,2.713,2.712,0.0,0.0,0.0,0.0,0.0,2.717,2.718,2.719,2.72,2.721,0.0,0.0,0.0,0.0,0.0,67400.0,386300.0,506100.0,461300.0,442400.0,0.0,0.0,0.0,0.0,0.0,203600.0,230100.0,318000.0,268900.0,80000.0,0.0,0.0,0.0,0.0,0.0
20230823093708264,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4447016.0,0.0,12084464.508,0.0,0.0,0.0,20230823,20230823,93708263,2.727,0.0,0.0,2.716,2.715,2.714,2.713,2.712,0.0,0.0,0.0,0.0,0.0,2.717,2.718,2.719,2.72,2.721,0.0,0.0,0.0,0.0,0.0,3600.0,240100.0,358600.0,774000.0,289600.0,0.0,0.0,0.0,0.0,0.0,203600.0,242800.0,397300.0,232200.0,354600.0,0.0,0.0,0.0,0.0,0.0
20230823093711188,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4450616.0,3600.0,12094242.108,9777.599999999627,0.0,0.0,20230823,20230823,93711189,2.727,0.0,0.0,2.715,2.714,2.713,2.712,2.711,0.0,0.0,0.0,0.0,0.0,2.717,2.718,2.719,2.72,2.721,0.0,0.0,0.0,0.0,0.0,266300.0,506100.0,817100.0,306500.0,167900.0,0.0,0.0,0.0,0.0,0.0,203600.0,240100.0,320000.0,549000.0,317800.0,0.0,0.0,0.0,0.0,0.0
20230823093714188,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4450616.0,0.0,12094242.108,0.0,0.0,0.0,20230823,20230823,93714189,2.727,0.0,0.0,2.715,2.714,2.713,2.712,2.711,0.0,0.0,0.0,0.0,0.0,2.716,2.717,2.718,2.719,2.72,0.0,0.0,0.0,0.0,0.0,263700.0,388700.0,701900.0,291700.0,167900.0,0.0,0.0,0.0,0.0,0.0,10000.0,263600.0,260100.0,260000.0,466300.0,0.0,0.0,0.0,0.0,0.0
20230823093717064,SZSE,SZSE.ETF.159901,2.716,2.717,2.722,2.713,0.0,3.0,2.454,4450616.0,0.0,12094242.108,0.0,0.0,0.0,20230823,20230823,93717063,2.727,0.0,0.0,2.715,2.714,2.713,2.712,2.711,0.0,0.0,0.0,0.0,0.0,2.716,2.717,2.718,2.719,2.72,0.0,0.0,0.0,0.0,0.0,106300.0,366100.0,461300.0,682400.0,207900.0,0.0,0.0,0.0,0.0,0.0,110000.0,263600.0,180100.0,258000.0,548900.0,0.0,0.0,0.0,0.0,0.0
20230823093946660,SZSE,SZSE.ETF.159901,2.712,2.717,2.722,2.712,0.0,3.0,2.454,4961116.0,10400.0,13479837.708,28204.800000000745,0.0,0.0,20230823,20230823,93946661,2.727,0.0,0.0,2.711,2.71,2.709,2.708,2.707,0.0,0.0,0.0,0.0,0.0,2.713,2.714,2.715,2.716,2.717,0.0,0.0,0.0,0.0,0.0,171500.0,365300.0,728900.0,557300.0,107000.0,0.0,0.0,0.0,0.0,0.0,261800.0,344300.0,319300.0,496200.0,40600.0,0.0,0.0,0.0,0.0,0.0
20230823093947460,SZSE,SZSE.ETF.159901,2.712,2.717,2.722,2.712,0.0,3.0,2.454,4961116.0,0.0,13479837.708,0.0,0.0,0.0,20230823,20230823,93947461,2.727,0.0,0.0,2.711,2.71,2.709,2.708,2.707,0.0,0.0,0.0,0.0,0.0,2.712,2.713,2.714,2.715,2.716,0.0,0.0,0.0,0.0,0.0,171500.0,363300.0,530900.0,555300.0,107000.0,0.0,0.0,0.0,0.0,0.0,100000.0,261800.0,344300.0,559300.0,456200.0,0.0,0.0,0.0,0.0,0.0
20230823093951204,SZSE,SZSE.ETF.159901,2.711,2.717,2.722,2.711,0.0,3.0,2.454,5061116.0,100000.0,13750937.708,271100.0,0.0,0.0,20230823,20230823,93951205,2.727,0.0,0.0,2.711,2.71,2.709,2.708,2.707,0.0,0.0,0.0,0.0,0.0,2.712,2.713,2.714,2.715,2.716,0.0,0.0,0.0,0.0,0.0,83600.0,285700.0,447900.0,558600.0,144400.0,0.0,0.0,0.0,0.0,0.0,3600.0,337500.0,186900.0,674700.0,461500.0,0.0,0.0,0.0,0.0,0.0
