code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159928,LONG,202308230953,0.92,202308231002,0.918,100,-20,-20,,,45,53
SZSE.ETF.159928,LONG,202308231025,0.922,202308231026,0.922,100,0,-20,,,75,76
SZSE.ETF.159928,LONG,202308231323,0.919,202308231325,0.918,100,-10,-30,,,133,135
SZSE.ETF.159928,LONG,202308231329,0.919,202308231334,0.918,100,-10,-40,,,139,144
SZSE.ETF.159928,SHORT,202308231359,0.921,202308231400,0.921,100,-0,-40,,,166,167
SZSE.ETF.159928,SHORT,202308231427,0.917,202308231428,0.917,100,-0,-40,,,194,195
SZSE.ETF.159928,SHORT,202308231429,0.917,202308231430,0.917,10000,-0,-40,,,196,197
SZSE.ETF.159928,LONG,202308231437,0.915,202308231438,0.914,10000,-1000,-1040,,,204,205
SZSE.ETF.159928,SHORT,202308231438,0.914,202308231440,0.914,10000,-0,-1040,,,205,207
SZSE.ETF.159928,LONG,202308231440,0.914,202308231442,0.914,10000,0,-1040,,,207,209
SZSE.ETF.159928,LONG,202308231445,0.915,202308231447,0.916,10000,1000,-40,,,212,213
SZSE.ETF.159928,SHORT,202308231448,0.915,202308231452,0.914,10000,1000,960,,,214,218
SZSE.ETF.159928,LONG,202308231452,0.914,202308231453,0.915,10000,1000,1960,,,218,219
SZSE.ETF.159928,SHORT,202308231454,0.914,202308231457,0.912,10000,2000,3960,,,220,223
SZSE.ETF.159928,LONG,202308241426,0.933,202308241427,0.932,10000,-1000,2960,,,266,267
SZSE.ETF.159928,LONG,202308241428,0.932,202308241429,0.932,10000,0,2960,,,268,269
SZSE.ETF.159928,LONG,202308241434,0.931,202308241435,0.932,10000,1000,3960,,,274,275
SZSE.ETF.159928,SHORT,202308241449,0.931,202308241450,0.931,10000,-0,3960,,,278,279
SZSE.ETF.159928,SHORT,202308241456,0.931,202308241457,0.93,10000,1000,4960,,,282,283
SZSE.ETF.159928,LONG,202308241457,0.93,202308241458,0.929,10000,-1000,3960,,,283,284
SZSE.ETF.159928,SHORT,202308241458,0.929,202308241459,0.929,10000,-0,3960,,,284,285
