code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159928,202308230953,LONG,OPEN,0.92,100,,0,45
SZSE.ETF.159928,202308231002,LONG,CLOSE,0.918,100,,0,53
SZSE.ETF.159928,202308231025,LONG,OPEN,0.922,100,,0,75
SZSE.ETF.159928,202308231026,LONG,CLOSE,0.922,100,,0,76
SZSE.ETF.159928,202308231323,LONG,OPEN,0.919,100,,0,133
SZSE.ETF.159928,202308231325,LONG,CLOSE,0.918,100,,0,135
SZSE.ETF.159928,202308231329,LONG,OPEN,0.919,100,,0,139
SZSE.ETF.159928,202308231334,LONG,CLOSE,0.918,100,,0,144
SZSE.ETF.159928,202308231359,SHORT,OPEN,0.921,100,,0,166
SZSE.ETF.159928,202308231400,SHORT,CLOSE,0.921,100,,0,167
SZSE.ETF.159928,202308231427,SHORT,OPEN,0.917,100,,0,194
SZSE.ETF.159928,202308231428,SHORT,CLOSE,0.917,100,,0,195
SZSE.ETF.159928,202308231429,SHORT,OPEN,0.917,10000,,0,196
SZSE.ETF.159928,202308231430,SHORT,CLOSE,0.917,10000,,0,197
SZSE.ETF.159928,202308231437,LONG,OPEN,0.915,10000,,0,204
SZSE.ETF.159928,202308231438,LONG,CLOSE,0.914,10000,,0,205
SZSE.ETF.159928,202308231438,SHORT,OPEN,0.914,10000,,0,205
SZSE.ETF.159928,202308231440,SHORT,CLOSE,0.914,10000,,0,207
SZSE.ETF.159928,202308231440,LONG,OPEN,0.914,10000,,0,207
SZSE.ETF.159928,202308231442,LONG,CLOSE,0.914,10000,,0,209
SZSE.ETF.159928,202308231445,LONG,OPEN,0.915,10000,,0,212
SZSE.ETF.159928,202308231447,LONG,CLOSE,0.916,10000,,109.92,213
SZSE.ETF.159928,202308231448,SHORT,OPEN,0.915,10000,,109.8,214
SZSE.ETF.159928,202308231452,SHORT,CLOSE,0.914,10000,,109.68,218
SZSE.ETF.159928,202308231452,LONG,OPEN,0.914,10000,,109.68,218
SZSE.ETF.159928,202308231453,LONG,CLOSE,0.915,10000,,109.8,219
SZSE.ETF.159928,202308231454,SHORT,OPEN,0.914,10000,,109.68,220
SZSE.ETF.159928,202308231457,SHORT,CLOSE,0.912,10000,,109.44,223
SZSE.ETF.159928,202308241426,LONG,OPEN,0.933,10000,,111.96,266
SZSE.ETF.159928,202308241427,LONG,CLOSE,0.932,10000,,111.84,267
SZSE.ETF.159928,202308241428,LONG,OPEN,0.932,10000,,111.84,268
SZSE.ETF.159928,202308241429,LONG,CLOSE,0.932,10000,,111.84,269
SZSE.ETF.159928,202308241434,LONG,OPEN,0.931,10000,,111.72,274
SZSE.ETF.159928,202308241435,LONG,CLOSE,0.932,10000,,111.84,275
SZSE.ETF.159928,202308241449,SHORT,OPEN,0.931,10000,,111.72,278
SZSE.ETF.159928,202308241450,SHORT,CLOSE,0.931,10000,,111.72,279
SZSE.ETF.159928,202308241456,SHORT,OPEN,0.931,10000,,111.72,282
SZSE.ETF.159928,202308241457,SHORT,CLOSE,0.93,10000,,111.6,283
SZSE.ETF.159928,202308241457,LONG,OPEN,0.93,10000,,111.6,283
SZSE.ETF.159928,202308241458,LONG,CLOSE,0.929,10000,,111.48,284
SZSE.ETF.159928,202308241458,SHORT,OPEN,0.929,10000,,111.48,284
SZSE.ETF.159928,202308241459,SHORT,CLOSE,0.929,10000,,111.48,285
