code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159922,202308101008,LONG,OPEN,6.262,100,,0,361
SZSE.ETF.159922,202308101109,LONG,CLOSE,6.248,100,,0,368
SZSE.ETF.159922,202308101109,SHORT,OPEN,6.248,100,,0,368
SZSE.ETF.159922,202308101407,SHORT,CLOSE,6.247,100,,0,449
SZSE.ETF.159922,202308101407,LONG,OPEN,6.247,100,,0,449
SZSE.ETF.159922,202308111008,LONG,CLOSE,6.227,100,,0,511
SZSE.ETF.159922,202308111008,SHORT,OPEN,6.227,100,,0,511
SZSE.ETF.159922,202308141329,SHORT,CLOSE,6.099,100,,0,670
SZSE.ETF.159922,202308141329,LONG,OPEN,6.099,100,,0,670
SZSE.ETF.159922,202308151004,LONG,CLOSE,6.121,100,,0,791
SZSE.ETF.159922,202308151004,SHORT,OPEN,6.121,100,,0,791
SZSE.ETF.159922,202308151422,SHORT,CLOSE,6.101,100,,0,959
SZSE.ETF.159922,202308151422,LONG,OPEN,6.101,100,,0,959
SZSE.ETF.159922,202308160949,LONG,CLOSE,6.093,100,,0,1016
SZSE.ETF.159922,202308160949,SHORT,OPEN,6.093,100,,0,1016
SZSE.ETF.159922,202308161114,SHORT,CLOSE,6.11,100,,0,1101
SZSE.ETF.159922,202308161114,LONG,OPEN,6.11,100,,0,1101
SZSE.ETF.159922,202308161335,LONG,CLOSE,6.085,100,,0,1152
SZSE.ETF.159922,202308161335,SHORT,OPEN,6.085,100,,0,1152
SZSE.ETF.159922,202308171039,SHORT,CLOSE,6.076,100,,0,1306
SZSE.ETF.159922,202308171039,LONG,OPEN,6.076,100,,0,1306
