date,code,volume,closeprofit,dynprofit
20230810,SZSE.ETF.159922,100,-130.00,150.00
20230815,SZSE.ETF.159922,100,1370.00,110.00
20230816,SZSE.ETF.159922,-100,870.00,180.00
