date,predynbalance,prebalance,balance,closeprofit,dynprofit,fee,maxdynbalance,maxtime,mindynbalance,mintime,mdmaxbalance,mdmaxdate,mdminbalance,mdmindate
20230828,0,0,0,0,0,0,0,95454272,0,95454272,0,20230828,0,20230828
