time,exchg,code,price,open,high,low,settle_price,upper_limit,lower_limit,total_volume,volume,total_turnover,turnover,open_interest,diff_interest,trading_date,action_date,action_time,pre_close,pre_settle,pre_interest,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,bid_qty_0,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_qty_6,bid_qty_7,bid_qty_8,bid_qty_9,ask_qty_0,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_qty_6,ask_qty_7,ask_qty_8,ask_qty_9
20230904092959716,SSE,SSE.ETF.510050,2.632,2.633,2.634,2.632,0.0,2.871,2.349,10163000.0,10163000.0,26758597.0,26758597.0,0.0,0.0,20230904,20230904,92959716,2.61,0.0,0.0,2.632,2.631,2.63,2.629,2.628,0.0,0.0,0.0,0.0,0.0,2.633,2.634,2.635,2.636,2.637,0.0,0.0,0.0,0.0,0.0,346100.0,411000.0,1586000.0,80000.0,654200.0,0.0,0.0,0.0,0.0,0.0,475400.0,278400.0,749300.0,384000.0,150600.0,0.0,0.0,0.0,0.0,0.0
20230904093002788,SSE,SSE.ETF.510050,2.633,2.633,2.635,2.632,0.0,2.871,2.349,14070200.0,3907200.0,37047453.0,10288856.0,0.0,0.0,20230904,20230904,93002789,2.61,0.0,0.0,2.633,2.632,2.631,2.63,2.629,0.0,0.0,0.0,0.0,0.0,2.634,2.635,2.636,2.637,2.638,0.0,0.0,0.0,0.0,0.0,55700.0,900000.0,428500.0,674500.0,80500.0,0.0,0.0,0.0,0.0,0.0,376800.0,1245700.0,2033500.0,443200.0,1657200.0,0.0,0.0,0.0,0.0,0.0
20230904093005736,SSE,SSE.ETF.510050,2.633,2.633,2.635,2.632,0.0,2.871,2.349,15390100.0,1319900.0,40522169.0,3474716.0,0.0,0.0,20230904,20230904,93005735,2.61,0.0,0.0,2.632,2.631,2.63,2.629,2.628,0.0,0.0,0.0,0.0,0.0,2.633,2.634,2.635,2.636,2.637,0.0,0.0,0.0,0.0,0.0,156600.0,429300.0,1040000.0,390800.0,671000.0,0.0,0.0,0.0,0.0,0.0,1050600.0,614700.0,1476800.0,2439500.0,846200.0,0.0,0.0,0.0,0.0,0.0
20230904093007592,SSE,SSE.ETF.510050,2.633,2.633,2.635,2.632,0.0,2.871,2.349,15390100.0,1319900.0,40522169.0,3474716.0,0.0,0.0,20230904,20230904,93007590,2.61,0.0,0.0,2.632,2.631,2.63,2.629,2.628,0.0,0.0,0.0,0.0,0.0,2.633,2.634,2.635,2.636,2.637,0.0,0.0,0.0,0.0,0.0,156600.0,429300.0,1040000.0,390800.0,671000.0,0.0,0.0,0.0,0.0,0.0,1050600.0,614700.0,1476800.0,2439500.0,846200.0,0.0,0.0,0.0,0.0,0.0
20230904093008744,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.631,0.0,2.871,2.349,16138900.0,748800.0,42493331.0,1971162.0,0.0,0.0,20230904,20230904,93008743,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.632,2.633,2.634,2.635,2.636,0.0,0.0,0.0,0.0,0.0,693300.0,1450000.0,80800.0,362800.0,334700.0,0.0,0.0,0.0,0.0,0.0,144200.0,1891100.0,1665700.0,2304500.0,2626800.0,0.0,0.0,0.0,0.0,0.0
20230904093010580,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.631,0.0,2.871,2.349,16138900.0,748800.0,42493331.0,1971162.0,0.0,0.0,20230904,20230904,93010580,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.632,2.633,2.634,2.635,2.636,0.0,0.0,0.0,0.0,0.0,693300.0,1450000.0,80800.0,362800.0,334700.0,0.0,0.0,0.0,0.0,0.0,144200.0,1891100.0,1665700.0,2304500.0,2626800.0,0.0,0.0,0.0,0.0,0.0
20230904093011728,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.631,0.0,2.871,2.349,18023100.0,1884200.0,47454009.0,4960678.0,0.0,0.0,20230904,20230904,93011728,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.632,2.633,2.634,2.635,2.636,0.0,0.0,0.0,0.0,0.0,340600.0,1140000.0,80800.0,362800.0,630700.0,0.0,0.0,0.0,0.0,0.0,700.0,455900.0,1912800.0,2194400.0,2633500.0,0.0,0.0,0.0,0.0,0.0
20230904093014772,SSE,SSE.ETF.510050,2.632,2.633,2.635,2.631,0.0,2.871,2.349,18867000.0,843900.0,49674832.0,2220823.0,0.0,0.0,20230904,20230904,93014771,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.633,2.634,2.635,2.636,2.637,0.0,0.0,0.0,0.0,0.0,308700.0,2300000.0,1271800.0,1553800.0,632700.0,0.0,0.0,0.0,0.0,0.0,1506100.0,3915600.0,4656300.0,1614100.0,1061300.0,0.0,0.0,0.0,0.0,0.0
20230904093017712,SSE,SSE.ETF.510050,2.63,2.633,2.635,2.63,0.0,2.871,2.349,19119700.0,252700.0,50339749.0,664917.0,0.0,0.0,20230904,20230904,93017713,2.61,0.0,0.0,2.63,2.629,2.628,2.627,2.626,0.0,0.0,0.0,0.0,0.0,2.631,2.632,2.633,2.634,2.635,0.0,0.0,0.0,0.0,0.0,2844100.0,2181800.0,654000.0,632700.0,813500.0,0.0,0.0,0.0,0.0,0.0,100.0,1147200.0,2297800.0,5459100.0,4421200.0,0.0,0.0,0.0,0.0,0.0
20230904093020732,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.63,0.0,2.871,2.349,19680700.0,561000.0,51816004.0,1476255.0,0.0,0.0,20230904,20230904,93020733,2.61,0.0,0.0,2.63,2.629,2.628,2.627,2.626,0.0,0.0,0.0,0.0,0.0,2.631,2.632,2.633,2.634,2.635,0.0,0.0,0.0,0.0,0.0,2512600.0,2181800.0,964100.0,632700.0,1033500.0,0.0,0.0,0.0,0.0,0.0,80100.0,1288500.0,2698400.0,5355200.0,3660900.0,0.0,0.0,0.0,0.0,0.0
20230904093023728,SSE,SSE.ETF.510050,2.63,2.633,2.635,2.63,0.0,2.871,2.349,21150700.0,1470000.0,55683425.0,3867421.0,0.0,0.0,20230904,20230904,93023729,2.61,0.0,0.0,2.63,2.629,2.628,2.627,2.626,0.0,0.0,0.0,0.0,0.0,2.631,2.632,2.633,2.634,2.635,0.0,0.0,0.0,0.0,0.0,2084100.0,2121900.0,2154100.0,632700.0,1033500.0,0.0,0.0,0.0,0.0,0.0,1074300.0,420700.0,3652200.0,5668200.0,4880400.0,0.0,0.0,0.0,0.0,0.0
20230904093026728,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.63,0.0,2.871,2.349,22944900.0,1794200.0,60403824.0,4720399.0,0.0,0.0,20230904,20230904,93026730,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.632,2.633,2.634,2.635,2.636,0.0,0.0,0.0,0.0,0.0,758900.0,1390300.0,3041900.0,2157100.0,832700.0,0.0,0.0,0.0,0.0,0.0,390000.0,3653200.0,5552800.0,4906700.0,1719800.0,0.0,0.0,0.0,0.0,0.0
20230904093029724,SSE,SSE.ETF.510050,2.631,2.633,2.635,2.63,0.0,2.871,2.349,23629500.0,684600.0,62205371.0,1801547.0,0.0,0.0,20230904,20230904,93029723,2.61,0.0,0.0,2.631,2.63,2.629,2.628,2.627,0.0,0.0,0.0,0.0,0.0,2.632,2.633,2.634,2.635,2.636,0.0,0.0,0.0,0.0,0.0,2688500.0,2290300.0,1189900.0,636200.0,832700.0,0.0,0.0,0.0,0.0,0.0,540900.0,3702800.0,4666900.0,4305700.0,1719800.0,0.0,0.0,0.0,0.0,0.0
20230904093032744,SSE,SSE.ETF.510050,2.632,2.633,2.635,2.63,0.0,2.871,2.349,25452900.0,1823400.0,67005323.0,4799952.0,0.0,0.0,20230904,20230904,93032746,2.61,0.0,0.0,2.632,2.631,2.63,2.629,2.628,0.0,0.0,0.0,0.0,0.0,2.633,2.634,2.635,2.636,2.637,0.0,0.0,0.0,0.0,0.0,475500.0,1760000.0,2887000.0,1779900.0,860200.0,0.0,0.0,0.0,0.0,0.0,721500.0,2864900.0,5488900.0,3238800.0,1109600.0,0.0,0.0,0.0,0.0,0.0
20230904093035788,SSE,SSE.ETF.510050,2.633,2.633,2.635,2.63,0.0,2.871,2.349,26590100.0,1137200.0,69999357.0,2994034.0,0.0,0.0,20230904,20230904,93035787,2.61,0.0,0.0,2.633,2.632,2.631,2.63,2.629,0.0,0.0,0.0,0.0,0.0,2.634,2.635,2.636,2.637,2.638,0.0,0.0,0.0,0.0,0.0,1524900.0,155500.0,2358500.0,3205000.0,1779900.0,0.0,0.0,0.0,0.0,0.0,4069900.0,6083900.0,2927300.0,818600.0,2125500.0,0.0,0.0,0.0,0.0,0.0
