code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159633,LONG,202308231024,2.421,202308231025,2.422,100,10,10,,,74,75
SZSE.ETF.159633,LONG,202308231026,2.419,202308231027,2.418,100,-10,4.44089e-12,,,76,77
SZSE.ETF.159633,LONG,202308231028,2.417,202308231031,2.415,100,-20,-20,,,78,81
SZSE.ETF.159633,LONG,202308231325,2.411,202308231326,2.411,100,0,-20,,,135,136
SZSE.ETF.159633,LONG,202308231327,2.409,202308231328,2.409,100,0,-20,,,137,138
SZSE.ETF.159633,LONG,202308231329,2.412,202308231330,2.412,100,0,-20,,,139,140
SZSE.ETF.159633,LONG,202308231348,2.416,202308231349,2.416,100,0,-20,,,158,159
SZSE.ETF.159633,SHORT,202308231404,2.414,202308231405,2.413,100,10,-10,,,171,172
SZSE.ETF.159633,SHORT,202308231406,2.413,202308231407,2.413,100,-0,-10,,,173,174
SZSE.ETF.159633,SHORT,202308231422,2.412,202308231425,2.409,100,30,20,,,189,192
