code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159633,202308231024,LONG,OPEN,2.421,100,,0,74
SZSE.ETF.159633,202308231025,LONG,CLOSE,2.422,100,,0,75
SZSE.ETF.159633,202308231026,LONG,OPEN,2.419,100,,0,76
SZSE.ETF.159633,202308231027,LONG,CLOSE,2.418,100,,0,77
SZSE.ETF.159633,202308231028,LONG,OPEN,2.417,100,,0,78
SZSE.ETF.159633,202308231031,LONG,CLOSE,2.415,100,,0,81
SZSE.ETF.159633,202308231325,LONG,OPEN,2.411,100,,0,135
SZSE.ETF.159633,202308231326,LONG,CLOSE,2.411,100,,0,136
SZSE.ETF.159633,202308231327,LONG,OPEN,2.409,100,,0,137
SZSE.ETF.159633,202308231328,LONG,CLOSE,2.409,100,,0,138
SZSE.ETF.159633,202308231329,LONG,OPEN,2.412,100,,0,139
SZSE.ETF.159633,202308231330,LONG,CLOSE,2.412,100,,0,140
SZSE.ETF.159633,202308231348,LONG,OPEN,2.416,100,,0,158
SZSE.ETF.159633,202308231349,LONG,CLOSE,2.416,100,,0,159
SZSE.ETF.159633,202308231404,SHORT,OPEN,2.414,100,,0,171
SZSE.ETF.159633,202308231405,SHORT,CLOSE,2.413,100,,0,172
SZSE.ETF.159633,202308231406,SHORT,OPEN,2.413,100,,0,173
SZSE.ETF.159633,202308231407,SHORT,CLOSE,2.413,100,,0,174
SZSE.ETF.159633,202308231422,SHORT,OPEN,2.412,100,,0,189
SZSE.ETF.159633,202308231425,SHORT,CLOSE,2.409,100,,0,192
