code,time,direct,action,price,qty,tag,fee,barno
SSE.ETF.510300,202308101008,SHORT,OPEN,4.036,100,,0,361
SSE.ETF.510300,202308101346,SHORT,CLOSE,4.033,100,,0,428
SSE.ETF.510300,202308101346,LONG,OPEN,4.033,100,,0,428
SSE.ETF.510300,202308111008,LONG,CLOSE,4.019,100,,0,511
SSE.ETF.510300,202308111008,SHORT,OPEN,4.019,100,,0,511
SSE.ETF.510300,202308141331,SHORT,CLOSE,3.91,100,,0,672
SSE.ETF.510300,202308141331,LONG,OPEN,3.91,100,,0,672
SSE.ETF.510300,202308151004,LONG,CLOSE,3.918,100,,0,791
SSE.ETF.510300,202308151004,SHORT,OPEN,3.918,100,,0,791
SSE.ETF.510300,202308151414,SHORT,CLOSE,3.919,100,,0,952
SSE.ETF.510300,202308151414,LONG,OPEN,3.919,100,,0,952
SSE.ETF.510300,202308160946,LONG,CLOSE,3.906,100,,0,1013
SSE.ETF.510300,202308160946,SHORT,OPEN,3.906,100,,0,1013
SSE.ETF.510300,202308161109,SHORT,CLOSE,3.917,100,,0,1096
SSE.ETF.510300,202308161109,LONG,OPEN,3.917,100,,0,1096
SSE.ETF.510300,202308161332,LONG,CLOSE,3.901,100,,0,1150
SSE.ETF.510300,202308161332,SHORT,OPEN,3.901,100,,0,1150
SSE.ETF.510300,202308171049,SHORT,CLOSE,3.876,100,,0,1316
SSE.ETF.510300,202308171049,LONG,OPEN,3.876,100,,0,1316
