code,target,sigprice,gentime,usertag
SSE.ETF.510050,-0,2.599,20230830112159006,
SSE.ETF.510050,0,2.599,20230830112259044,
SSE.ETF.510050,-0,2.6,20230830112359047,
SSE.ETF.510050,0,2.6,20230830112458999,
SSE.ETF.510050,0,2.6,20230830112559010,
SSE.ETF.510050,-0,2.6,20230830112659036,
SSE.ETF.510050,-0,2.601,20230830112758987,
SSE.ETF.510050,0,2.601,20230830112859600,
SSE.ETF.510050,-0,2.6,20230830113000500,
SSE.ETF.510050,-0,2.602,20230830130059600,
SSE.ETF.510050,0,2.603,20230830130159600,
SSE.ETF.510050,0,2.605,20230830130259600,
SSE.ETF.510050,-0,2.602,20230830130359600,
SSE.ETF.510050,-0,2.598,20230830130459600,
SSE.ETF.510050,-0,2.597,20230830130559800,
SSE.ETF.510050,-0,2.598,20230830130659600,
SSE.ETF.510050,-0,2.596,20230830130759600,
SSE.ETF.510050,0,2.598,20230830130859600,
SSE.ETF.510050,0,2.597,20230830130959600,
SSE.ETF.510050,-0,2.596,20230830131059670,
SSE.ETF.510050,0,2.597,20230830131159600,
SSE.ETF.510050,0,2.597,20230830131259600,
SSE.ETF.510050,-0,2.597,20230830131359780,
SSE.ETF.510050,0,2.597,20230830131459600,
SSE.ETF.510050,0,2.599,20230830131559700,
SSE.ETF.510050,0,2.599,20230830131659690,
SSE.ETF.510050,0,2.599,20230830131759730,
SSE.ETF.510050,-0,2.6,20230830131859650,
SSE.ETF.510050,-0,2.6,20230830131959600,
SSE.ETF.510050,-0,2.598,20230830132059770,
SSE.ETF.510050,-0,2.597,20230830132159600,
SSE.ETF.510050,0,2.598,20230830132259600,
SSE.ETF.510050,-0,2.597,20230830132359650,
SSE.ETF.510050,0,2.598,20230830132459610,
SSE.ETF.510050,-0,2.598,20230830132559700,
SSE.ETF.510050,-0,2.597,20230830132659800,
SSE.ETF.510050,0,2.598,20230830132759630,
SSE.ETF.510050,0,2.599,20230830132859650,
SSE.ETF.510050,0,2.599,20230830132959600,
SSE.ETF.510050,0,2.6,20230830133059600,
SSE.ETF.510050,0,2.601,20230830133159600,
SSE.ETF.510050,-0,2.598,20230830133259600,
SSE.ETF.510050,-0,2.598,20230830133359600,
SSE.ETF.510050,0,2.598,20230830133459600,
SSE.ETF.510050,0,2.598,20230830133559600,
SSE.ETF.510050,0,2.599,20230830133659600,
SSE.ETF.510050,0,2.6,20230830133759630,
SSE.ETF.510050,0,2.602,20230830133859880,
SSE.ETF.510050,-0,2.601,20230830133959600,
SSE.ETF.510050,0,2.601,20230830134059833,
SSE.ETF.510050,0,2.602,20230830134159870,
SSE.ETF.510050,-0,2.602,20230830134259931,
SSE.ETF.510050,0,2.604,20230830134359847,
SSE.ETF.510050,0,2.604,20230830134501000,
SSE.ETF.510050,-0,2.602,20230830134600600,
SSE.ETF.510050,-0,2.602,20230830134659920,
SSE.ETF.510050,-0,2.6,20230830134759600,
SSE.ETF.510050,-0,2.6,20230830134859860,
SSE.ETF.510050,0,2.6,20230830134959600,
SSE.ETF.510050,-0,2.6,20230830135059600,
SSE.ETF.510050,0,2.602,20230830135159600,
SSE.ETF.510050,-0,2.601,20230830135259600,
SSE.ETF.510050,-0,2.601,20230830135359600,
SSE.ETF.510050,0,2.601,20230830135459600,
SSE.ETF.510050,-0,2.6,20230830135559600,
SSE.ETF.510050,-0,2.599,20230830135659600,
SSE.ETF.510050,0,2.6,20230830135759600,
SSE.ETF.510050,0,2.6,20230830135859600,
SSE.ETF.510050,0,2.6,20230830135959600,
SSE.ETF.510050,0,2.602,20230830140059720,
SSE.ETF.510050,-0,2.601,20230830140159600,
SSE.ETF.510050,0,2.603,20230830140300600,
SSE.ETF.510050,-0,2.602,20230830140401000,
SSE.ETF.510050,-0,2.6,20230830140459830,
SSE.ETF.510050,-0,2.6,20230830140559918,
SSE.ETF.510050,-0,2.6,20230830140659100,
SSE.ETF.510050,0,2.6,20230830140800742,
SSE.ETF.510050,0,2.601,20230830140900759,
SSE.ETF.510050,-0,2.601,20230830140958746,
SSE.ETF.510050,0,2.601,20230830141059600,
SSE.ETF.510050,0,2.602,20230830141159600,
SSE.ETF.510050,0,2.604,20230830141259600,
SSE.ETF.510050,-0,2.603,20230830141359600,
SSE.ETF.510050,-0,2.601,20230830141459600,
SSE.ETF.510050,0,2.602,20230830141559600,
SSE.ETF.510050,0,2.603,20230830141659600,
SSE.ETF.510050,-0,2.603,20230830141759600,
