code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159995,202308231328,LONG,OPEN,0.936,100,,0,138
SZSE.ETF.159995,202308231329,LONG,CLOSE,0.937,100,,0,139
SZSE.ETF.159995,202308231330,LONG,OPEN,0.938,100,,0,140
SZSE.ETF.159995,202308231331,LONG,CLOSE,0.938,100,,0,141
SZSE.ETF.159995,202308231339,LONG,OPEN,0.936,100,,0,149
SZSE.ETF.159995,202308231340,LONG,CLOSE,0.937,100,,0,150
SZSE.ETF.159995,202308231357,LONG,OPEN,0.941,100,,0,166
SZSE.ETF.159995,202308231359,LONG,CLOSE,0.94,100,,0,167
SZSE.ETF.159995,202308231405,LONG,OPEN,0.938,100,,0,173
SZSE.ETF.159995,202308231407,LONG,CLOSE,0.938,100,,0,175
SZSE.ETF.159995,202308231407,SHORT,OPEN,0.938,100,,0,175
SZSE.ETF.159995,202308231410,SHORT,CLOSE,0.938,100,,0,178
SZSE.ETF.159995,202308231425,SHORT,OPEN,0.935,100,,0,193
SZSE.ETF.159995,202308231426,SHORT,CLOSE,0.935,100,,0,194
SZSE.ETF.159995,202308231426,LONG,OPEN,0.935,100,,0,194
SZSE.ETF.159995,202308231427,LONG,CLOSE,0.934,100,,0,195
SZSE.ETF.159995,202308231427,SHORT,OPEN,0.934,100,,0,195
SZSE.ETF.159995,202308231429,SHORT,OPEN,0.934,9900,,0,196
SZSE.ETF.159995,202308231431,SHORT,CLOSE,0.934,100,,0,198
SZSE.ETF.159995,202308231431,SHORT,CLOSE,0.934,9900,,0,198
SZSE.ETF.159995,202308231431,LONG,OPEN,0.934,10000,,0,198
SZSE.ETF.159995,202308231432,LONG,CLOSE,0.934,10000,,0,199
SZSE.ETF.159995,202308231432,SHORT,OPEN,0.934,10000,,0,199
SZSE.ETF.159995,202308231434,SHORT,CLOSE,0.934,10000,,0,201
SZSE.ETF.159995,202308231434,LONG,OPEN,0.934,10000,,0,201
SZSE.ETF.159995,202308231435,LONG,CLOSE,0.933,10000,,0,202
SZSE.ETF.159995,202308231435,SHORT,OPEN,0.933,10000,,0,202
SZSE.ETF.159995,202308231437,SHORT,CLOSE,0.933,10000,,0,204
SZSE.ETF.159995,202308231437,LONG,OPEN,0.933,10000,,0,204
SZSE.ETF.159995,202308231438,LONG,CLOSE,0.932,10000,,0,205
SZSE.ETF.159995,202308231438,SHORT,OPEN,0.932,10000,,0,205
SZSE.ETF.159995,202308231443,SHORT,CLOSE,0.931,10000,,0,210
SZSE.ETF.159995,202308231443,LONG,OPEN,0.931,10000,,0,210
SZSE.ETF.159995,202308231444,LONG,CLOSE,0.932,10000,,0,211
SZSE.ETF.159995,202308231448,SHORT,OPEN,0.933,10000,,111.96,214
SZSE.ETF.159995,202308231449,SHORT,CLOSE,0.932,10000,,111.84,215
SZSE.ETF.159995,202308231450,SHORT,OPEN,0.931,10000,,111.72,216
SZSE.ETF.159995,202308231451,SHORT,CLOSE,0.931,10000,,111.72,217
SZSE.ETF.159995,202308231453,SHORT,OPEN,0.931,10000,,111.72,219
SZSE.ETF.159995,202308231457,SHORT,CLOSE,0.931,10000,,111.72,223
SZSE.ETF.159995,202308231457,LONG,OPEN,0.931,10000,,111.72,223
SZSE.ETF.159995,202308231458,LONG,CLOSE,0.93,10000,,111.6,224
SZSE.ETF.159995,202308241449,SHORT,OPEN,0.947,10000,,113.64,278
SZSE.ETF.159995,202308241449,SHORT,CLOSE,0.946,10000,,113.52,279
SZSE.ETF.159995,202308241456,LONG,OPEN,0.947,10000,,113.64,282
SZSE.ETF.159995,202308241458,LONG,CLOSE,0.946,10000,,113.52,284
