code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159995,LONG,202308231328,0.936,202308231329,0.937,100,10,10,,,138,139
SZSE.ETF.159995,LONG,202308231330,0.938,202308231331,0.938,100,0,10,,,140,141
SZSE.ETF.159995,LONG,202308231339,0.936,202308231340,0.937,100,10,20,,,149,150
SZSE.ETF.159995,LONG,202308231357,0.941,202308231359,0.94,100,-10,10,,,166,167
SZSE.ETF.159995,LONG,202308231405,0.938,202308231407,0.938,100,0,10,,,173,175
SZSE.ETF.159995,SHORT,202308231407,0.938,202308231410,0.938,100,-0,10,,,175,178
SZSE.ETF.159995,SHORT,202308231425,0.935,202308231426,0.935,100,-0,10,,,193,194
SZSE.ETF.159995,LONG,202308231426,0.935,202308231427,0.934,100,-10,3.55271e-15,,,194,195
SZSE.ETF.159995,SHORT,202308231427,0.934,202308231431,0.934,100,-0,3.55271e-15,,,195,198
SZSE.ETF.159995,SHORT,202308231429,0.934,202308231431,0.934,9900,-0,3.55271e-15,,,196,198
SZSE.ETF.159995,LONG,202308231431,0.934,202308231432,0.934,10000,0,3.55271e-15,,,198,199
SZSE.ETF.159995,SHORT,202308231432,0.934,202308231434,0.934,10000,-0,3.55271e-15,,,199,201
SZSE.ETF.159995,LONG,202308231434,0.934,202308231435,0.933,10000,-1000,-1000,,,201,202
SZSE.ETF.159995,SHORT,202308231435,0.933,202308231437,0.933,10000,-0,-1000,,,202,204
SZSE.ETF.159995,LONG,202308231437,0.933,202308231438,0.932,10000,-1000,-2000,,,204,205
SZSE.ETF.159995,SHORT,202308231438,0.932,202308231443,0.931,10000,1000,-1000,,,205,210
SZSE.ETF.159995,LONG,202308231443,0.931,202308231444,0.932,10000,1000,0,,,210,211
SZSE.ETF.159995,SHORT,202308231448,0.933,202308231449,0.932,10000,1000,1000,,,214,215
SZSE.ETF.159995,SHORT,202308231450,0.931,202308231451,0.931,10000,-0,1000,,,216,217
SZSE.ETF.159995,SHORT,202308231453,0.931,202308231457,0.931,10000,-0,1000,,,219,223
SZSE.ETF.159995,LONG,202308231457,0.931,202308231458,0.93,10000,-1000,0,,,223,224
SZSE.ETF.159995,SHORT,202308241449,0.947,202308241449,0.946,10000,1000,1000,,,278,279
SZSE.ETF.159995,LONG,202308241456,0.947,202308241458,0.946,10000,-1000,-1.13687e-13,,,282,284
