code,target,sigprice,gentime,usertag
SZSE.ETF.159915,100,2.176,20230810100659920,
SZSE.ETF.159915,100,2.177,20230810100759770,
SZSE.ETF.159915,100,2.175,20230810100859880,
SZSE.ETF.159915,100,2.176,20230810100958760,
SZSE.ETF.159915,100,2.175,20230810101059610,
SZSE.ETF.159915,100,2.175,20230810101159810,
SZSE.ETF.159915,100,2.179,20230810101259840,
SZSE.ETF.159915,100,2.179,20230810101359860,
SZSE.ETF.159915,-100,2.171,20230810110759530,
SZSE.ETF.159915,-100,2.169,20230810110859890,
SZSE.ETF.159915,-100,2.171,20230810110959790,
SZSE.ETF.159915,-100,2.172,20230810111059870,
SZSE.ETF.159915,-100,2.172,20230810111158380,
SZSE.ETF.159915,-100,2.171,20230810111259865,
SZSE.ETF.159915,-100,2.171,20230810111359500,
SZSE.ETF.159915,-100,2.171,20230810111454430,
SZSE.ETF.159915,-100,2.169,20230810111559840,
SZSE.ETF.159915,-100,2.172,20230810111659994,
SZSE.ETF.159915,-100,2.172,20230810111740500,
SZSE.ETF.159915,-100,2.172,20230810111859000,
SZSE.ETF.159915,-100,2.171,20230810111959840,
SZSE.ETF.159915,-100,2.171,20230810112059500,
SZSE.ETF.159915,-100,2.172,20230810112152000,
SZSE.ETF.159915,-100,2.171,20230810112200000,
SZSE.ETF.159915,-100,2.166,20230810130059830,
SZSE.ETF.159915,-100,2.167,20230810130159790,
SZSE.ETF.159915,-100,2.167,20230810130259860,
SZSE.ETF.159915,-100,2.169,20230810130359710,
SZSE.ETF.159915,-100,2.17,20230810130459840,
SZSE.ETF.159915,-100,2.169,20230810130559500,
SZSE.ETF.159915,-100,2.171,20230810130659930,
SZSE.ETF.159915,-100,2.172,20230810130759880,
SZSE.ETF.159915,-100,2.171,20230810130859820,
SZSE.ETF.159915,-100,2.171,20230810130959000,
SZSE.ETF.159915,-100,2.172,20230810131058590,
SZSE.ETF.159915,-100,2.173,20230810131159910,
SZSE.ETF.159915,-100,2.171,20230810131259950,
SZSE.ETF.159915,-100,2.172,20230810131359850,
SZSE.ETF.159915,-100,2.172,20230810131459997,
SZSE.ETF.159915,-100,2.171,20230810131559800,
SZSE.ETF.159915,-100,2.169,20230810131659730,
SZSE.ETF.159915,-100,2.17,20230810131759930,
SZSE.ETF.159915,-100,2.17,20230810131859790,
SZSE.ETF.159915,-100,2.169,20230810131959950,
SZSE.ETF.159915,-100,2.171,20230810132059780,
SZSE.ETF.159915,-100,2.171,20230810132159500,
SZSE.ETF.159915,-100,2.17,20230810132257500,
SZSE.ETF.159915,-100,2.171,20230810132359680,
SZSE.ETF.159915,-100,2.171,20230810132500080,
SZSE.ETF.159915,-100,2.172,20230810132559900,
SZSE.ETF.159915,-100,2.172,20230810132659500,
SZSE.ETF.159915,-100,2.172,20230810132759500,
SZSE.ETF.159915,-100,2.173,20230810132859930,
SZSE.ETF.159915,-100,2.175,20230810132959830,
SZSE.ETF.159915,-100,2.174,20230810133059780,
SZSE.ETF.159915,-100,2.175,20230810133159500,
SZSE.ETF.159915,-100,2.175,20230810133259500,
SZSE.ETF.159915,-100,2.176,20230810133359520,
SZSE.ETF.159915,-100,2.179,20230810133501970,
SZSE.ETF.159915,-100,2.179,20230810133559980,
SZSE.ETF.159915,-100,2.18,20230810133659980,
SZSE.ETF.159915,-100,2.177,20230810133759500,
SZSE.ETF.159915,-100,2.177,20230810133859500,
SZSE.ETF.159915,-100,2.176,20230810133959500,
SZSE.ETF.159915,-100,2.175,20230810134059000,
SZSE.ETF.159915,-100,2.176,20230810134159500,
SZSE.ETF.159915,-100,2.175,20230810134259500,
SZSE.ETF.159915,-100,2.176,20230810134359500,
SZSE.ETF.159915,-100,2.175,20230810134459500,
SZSE.ETF.159915,-100,2.175,20230810134559500,
SZSE.ETF.159915,-100,2.176,20230810134659000,
SZSE.ETF.159915,100,2.174,20230810134759000,
SZSE.ETF.159915,100,2.176,20230810134859550,
