code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SSE.ETF.510500,LONG,202308101008,6.141,202308101109,6.125,100,-160,-160,,,361,368
SSE.ETF.510500,SHORT,202308101109,6.125,202308101402,6.122,100,30,-130,,,368,444
SSE.ETF.510500,LONG,202308101402,6.122,202308111008,6.103,100,-190,-320,,,444,511
SSE.ETF.510500,SHORT,202308111008,6.103,202308141328,5.978,100,1250,930,,,511,669
SSE.ETF.510500,LONG,202308141328,5.978,202308151003,5.993,100,150,1080,,,669,790
SSE.ETF.510500,SHORT,202308151003,5.993,202308151421,5.981,100,120,1200,,,790,958
SSE.ETF.510500,LONG,202308151421,5.981,202308160949,5.969,100,-120,1080,,,958,1016
SSE.ETF.510500,SHORT,202308160949,5.969,202308161114,5.986,100,-170,910,,,1016,1101
SSE.ETF.510500,LONG,202308161114,5.986,202308161336,5.965,100,-210,700,,,1101,1153
SSE.ETF.510500,SHORT,202308161336,5.965,202308171040,5.961,100,40,740,,,1153,1307
