code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159901,SHORT,202308280956,2.763,202308280958,2.762,100,10,10,,,2,4
SZSE.ETF.159901,LONG,202308280958,2.762,202308281001,2.763,100,10,20,,,4,7
SZSE.ETF.159901,SHORT,202308281001,2.763,202308281003,2.763,100,-0,20,,,7,9
SZSE.ETF.159901,LONG,202308281003,2.763,202308281006,2.763,100,0,20,,,9,12
SZSE.ETF.159901,SHORT,202308281006,2.763,202308281008,2.764,100,-10,10,,,12,14
SZSE.ETF.159901,LONG,202308281008,2.764,202308281009,2.76,100,-40,-30,,,14,15
SZSE.ETF.159901,SHORT,202308281009,2.76,202308281013,2.757,100,30,-4.44089e-12,,,15,19
SZSE.ETF.159901,LONG,202308281013,2.757,202308281014,2.754,100,-30,-30,,,19,20
SZSE.ETF.159901,SHORT,202308281014,2.754,202308281016,2.753,100,10,-20,,,20,22
SZSE.ETF.159901,LONG,202308281016,2.753,202308281018,2.755,100,20,-8.88178e-12,,,22,24
SZSE.ETF.159901,SHORT,202308281018,2.755,202308281019,2.763,100,-80,-80,,,24,25
SZSE.ETF.159901,LONG,202308281019,2.763,202308281020,2.752,100,-110,-190,,,25,26
SZSE.ETF.159901,SHORT,202308281020,2.752,202308281022,2.749,100,30,-160,,,26,28
SZSE.ETF.159901,LONG,202308281022,2.749,202308281023,2.746,100,-30,-190,,,28,29
SZSE.ETF.159901,SHORT,202308281023,2.746,202308281024,2.745,100,10,-180,,,29,30
SZSE.ETF.159901,LONG,202308281024,2.745,202308281025,2.745,100,0,-180,,,30,31
SZSE.ETF.159901,SHORT,202308281025,2.745,202308281026,2.747,100,-20,-200,,,31,32
SZSE.ETF.159901,LONG,202308281026,2.747,202308281028,2.748,100,10,-190,,,32,34
SZSE.ETF.159901,SHORT,202308281028,2.748,202308281029,2.764,100,-160,-350,,,34,35
SZSE.ETF.159901,LONG,202308281029,2.764,202308281030,2.748,100,-160,-510,,,35,36
SZSE.ETF.159901,SHORT,202308281030,2.748,202308281031,2.75,100,-20,-530,,,36,37
SZSE.ETF.159901,LONG,202308281031,2.75,202308281033,2.75,100,0,-530,,,37,39
SZSE.ETF.159901,SHORT,202308281033,2.75,202308281034,2.752,100,-20,-550,,,39,40
SZSE.ETF.159901,LONG,202308281034,2.752,202308281035,2.75,100,-20,-570,,,40,41
SZSE.ETF.159901,SHORT,202308281035,2.75,202308281036,2.75,100,-0,-570,,,41,42
SZSE.ETF.159901,LONG,202308281036,2.75,202308281041,2.759,100,90,-480,,,42,47
SZSE.ETF.159901,SHORT,202308281046,2.761,202308281047,2.763,100,-20,-500,,,52,53
SZSE.ETF.159901,LONG,202308281051,2.762,202308281052,2.763,100,10,-490,,,57,58
SZSE.ETF.159901,SHORT,202308281306,2.743,202308281307,2.743,100,-0,-490,,,102,103
SZSE.ETF.159901,LONG,202308281329,2.727,202308281330,2.732,100,50,-440,,,125,126
SZSE.ETF.159901,SHORT,202308281453,2.727,202308281454,2.724,100,30,-410,,,209,210
SZSE.ETF.159901,SHORT,202308281458,2.724,202308281459,2.724,100,-0,-410,,,214,215
