code,target,sigprice,gentime,usertag
SZSE.ETF.159915,-0,1.997,20230825093200394,
SZSE.ETF.159915,0,2.001,20230825093300264,
SZSE.ETF.159915,-0,1.996,20230825093400373,
SZSE.ETF.159915,0,1.998,20230825093500412,
SZSE.ETF.159915,0,2,20230825093600383,
SZSE.ETF.159915,-0,2,20230825093700373,
SZSE.ETF.159915,-0,1.996,20230825093800403,
SZSE.ETF.159915,0,1.996,20230825093900405,
SZSE.ETF.159915,-0,1.994,20230825094000402,
SZSE.ETF.159915,0,1.999,20230825094100394,
SZSE.ETF.159915,-0,1.999,20230825094200386,
SZSE.ETF.159915,0,1.999,20230825094300357,
SZSE.ETF.159915,-0,1.998,20230825094400395,
SZSE.ETF.159915,0,1.999,20230825094500405,
SZSE.ETF.159915,0,2.001,20230825094600370,
SZSE.ETF.159915,0,2.005,20230825094700401,
SZSE.ETF.159915,-0,2.002,20230825094800342,
SZSE.ETF.159915,-0,2.001,20230825094900336,
SZSE.ETF.159915,0,2.001,20230825095000332,
SZSE.ETF.159915,0,2.003,20230825095100329,
SZSE.ETF.159915,0,2.003,20230825095200340,
SZSE.ETF.159915,-0,2.003,20230825095300346,
SZSE.ETF.159915,-0,2.001,20230825095400321,
SZSE.ETF.159915,-0,1.999,20230825095500321,
SZSE.ETF.159915,0,2.001,20230825095600313,
SZSE.ETF.159915,-0,2.002,20230825095700422,
SZSE.ETF.159915,-0,2.001,20230825095800409,
SZSE.ETF.159915,0,2.004,20230825095900359,
SZSE.ETF.159915,0,2.006,20230825100000407,
SZSE.ETF.159915,-0,2.003,20230825100100323,
SZSE.ETF.159915,-0,2.002,20230825100200385,
SZSE.ETF.159915,-0,2,20230825100300414,
SZSE.ETF.159915,-0,1.999,20230825100400404,
SZSE.ETF.159915,0,1.999,20230825100500401,
SZSE.ETF.159915,-0,1.995,20230825100600396,
SZSE.ETF.159915,0,1.997,20230825100700372,
SZSE.ETF.159915,0,1.998,20230825100800388,
SZSE.ETF.159915,-0,1.997,20230825100900394,
SZSE.ETF.159915,-0,2,20230825101000364,
SZSE.ETF.159915,-0,1.999,20230825101100254,
SZSE.ETF.159915,-0,1.999,20230825101111172,
SZSE.ETF.159915,0,2,20230825101300213,
SZSE.ETF.159915,0,2.001,20230825101400216,
SZSE.ETF.159915,-0,2.003,20230825101500250,
SZSE.ETF.159915,0,2.002,20230825101600239,
SZSE.ETF.159915,0,2.007,20230825101659404,
SZSE.ETF.159915,-0,2.005,20230825101800216,
SZSE.ETF.159915,-0,2.004,20230825101900209,
SZSE.ETF.159915,-0,2.004,20230825102000204,
SZSE.ETF.159915,-0,2.004,20230825102100272,
SZSE.ETF.159915,0,2.005,20230825102200328,
SZSE.ETF.159915,-0,2.005,20230825102300200,
SZSE.ETF.159915,-0,2.004,20230825102311138,
SZSE.ETF.159915,-0,1.999,20230825102500201,
SZSE.ETF.159915,-0,1.999,20230825102600197,
SZSE.ETF.159915,0,1.999,20230825102700172,
SZSE.ETF.159915,-0,1.998,20230825102800193,
SZSE.ETF.159915,-0,1.998,20230825102900174,
SZSE.ETF.159915,0,1.998,20230825103000182,
SZSE.ETF.159915,-0,1.998,20230825103100281,
SZSE.ETF.159915,0,2,20230825103200179,
SZSE.ETF.159915,0,2,20230825103300170,
SZSE.ETF.159915,0,2.003,20230825103400185,
SZSE.ETF.159915,-0,2.002,20230825103416833,
SZSE.ETF.159915,-0,2.001,20230825103600157,
SZSE.ETF.159915,-0,1.999,20230825103700155,
SZSE.ETF.159915,-0,2.001,20230825103800148,
SZSE.ETF.159915,-0,2.001,20230825103900157,
SZSE.ETF.159915,0,2,20230825104000146,
SZSE.ETF.159915,-0,1.998,20230825104100147,
SZSE.ETF.159915,0,1.999,20230825104200148,
SZSE.ETF.159915,-0,1.999,20230825104300151,
SZSE.ETF.159915,-0,1.999,20230825104400139,
SZSE.ETF.159915,-0,1.999,20230825104500139,
SZSE.ETF.159915,-0,1.997,20230825104600140,
SZSE.ETF.159915,0,2.005,20230825104700143,
SZSE.ETF.159915,0,1.999,20230825104800124,
SZSE.ETF.159915,0,2,20230825104900118,
SZSE.ETF.159915,-0,1.999,20230825105000119,
SZSE.ETF.159915,0,1.999,20230825105100121,
SZSE.ETF.159915,0,1.999,20230825105200162,
SZSE.ETF.159915,0,2.002,20230825105300110,
SZSE.ETF.159915,-0,2,20230825105400114,
SZSE.ETF.159915,-0,2,20230825105500124,
SZSE.ETF.159915,0,2.002,20230825105600108,
SZSE.ETF.159915,-0,2,20230825105700101,
SZSE.ETF.159915,-0,2,20230825105800147,
SZSE.ETF.159915,-0,1.998,20230825105900096,
SZSE.ETF.159915,-0,1.998,20230825110000105,
SZSE.ETF.159915,0,1.998,20230825110100100,
SZSE.ETF.159915,0,1.997,20230825110400096,
SZSE.ETF.159915,0,1.998,20230825110500084,
SZSE.ETF.159915,0,1.998,20230825110600090,
SZSE.ETF.159915,-0,1.998,20230825110700077,
SZSE.ETF.159915,-0,1.997,20230825110800081,
SZSE.ETF.159915,-0,1.997,20230825110900085,
SZSE.ETF.159915,0,1.997,20230825111000078,
SZSE.ETF.159915,-0,1.997,20230825111100068,
SZSE.ETF.159915,0,1.999,20230825111200082,
SZSE.ETF.159915,0,2.001,20230825111300069,
SZSE.ETF.159915,-0,1.999,20230825111400066,
SZSE.ETF.159915,-0,2.001,20230825111500074,
SZSE.ETF.159915,-0,1.997,20230825111600124,
