code,target,sigprice,gentime,usertag
SZSE.ETF.159919,0,3.883,20230823094000095,
SZSE.ETF.159919,0,3.88,20230823094059951,
SZSE.ETF.159919,0,3.876,20230823094159955,
SZSE.ETF.159919,0,3.877,20230823094259792,
SZSE.ETF.159919,0,3.883,20230823094357631,
SZSE.ETF.159919,0,3.872,20230823094700113,
SZSE.ETF.159919,0,3.871,20230823094759838,
SZSE.ETF.159919,0,3.881,20230823094841089,
SZSE.ETF.159919,0,3.881,20230823095037051,
SZSE.ETF.159919,0,3.869,20230823095200377,
SZSE.ETF.159919,0,3.869,20230823095259894,
SZSE.ETF.159919,0,3.878,20230823095400261,
SZSE.ETF.159919,0,3.871,20230823095500144,
SZSE.ETF.159919,0,3.868,20230823095600190,
SZSE.ETF.159919,0,3.872,20230823095700004,
SZSE.ETF.159919,0,3.879,20230823095730468,
SZSE.ETF.159919,0,3.873,20230823100000132,
SZSE.ETF.159919,0,3.877,20230823100100137,
SZSE.ETF.159919,0,3.866,20230823100200117,
SZSE.ETF.159919,0,3.878,20230823100204598,
SZSE.ETF.159919,0,3.869,20230823100359976,
SZSE.ETF.159919,0,3.868,20230823100459791,
SZSE.ETF.159919,0,3.869,20230823100559869,
SZSE.ETF.159919,0,3.874,20230823100614641,
SZSE.ETF.159919,0,3.87,20230823100800090,
SZSE.ETF.159919,0,3.871,20230823100859839,
SZSE.ETF.159919,0,3.871,20230823100959966,
SZSE.ETF.159919,0,3.871,20230823101100296,
SZSE.ETF.159919,0,3.87,20230823101200269,
SZSE.ETF.159919,0,3.868,20230823101259767,
SZSE.ETF.159919,0,3.868,20230823101359785,
SZSE.ETF.159919,0,3.873,20230823101418320,
SZSE.ETF.159919,0,3.864,20230823101659911,
SZSE.ETF.159919,0,3.868,20230823101800241,
SZSE.ETF.159919,0,3.869,20230823101859885,
SZSE.ETF.159919,0,3.87,20230823101959856,
SZSE.ETF.159919,0,3.869,20230823102059814,
SZSE.ETF.159919,0,3.867,20230823102159811,
SZSE.ETF.159919,0,3.871,20230823102300163,
SZSE.ETF.159919,0,3.874,20230823102359908,
SZSE.ETF.159919,0,3.87,20230823102500170,
SZSE.ETF.159919,0,3.87,20230823102600164,
SZSE.ETF.159919,0,3.869,20230823102659796,
SZSE.ETF.159919,0,3.869,20230823102759794,
SZSE.ETF.159919,0,3.867,20230823102900175,
SZSE.ETF.159919,0,3.87,20230823103000196,
SZSE.ETF.159919,0,3.87,20230823103100181,
SZSE.ETF.159919,0,3.859,20230823105100238,
SZSE.ETF.159919,0,3.861,20230823105216000,
SZSE.ETF.159919,0,3.858,20230823105255000,
SZSE.ETF.159919,0,3.859,20230823105359710,
SZSE.ETF.159919,0,3.861,20230823105459690,
SZSE.ETF.159919,0,3.859,20230823105559920,
SZSE.ETF.159919,0,3.86,20230823105659926,
SZSE.ETF.159919,0,3.859,20230823105759895,
SZSE.ETF.159919,0,3.86,20230823105859750,
SZSE.ETF.159919,0,3.862,20230823110000210,
SZSE.ETF.159919,0,3.865,20230823110059940,
SZSE.ETF.159919,0,3.861,20230823110159896,
SZSE.ETF.159919,0,3.859,20230823110259520,
SZSE.ETF.159919,0,3.857,20230823110359874,
SZSE.ETF.159919,0,3.858,20230823110459972,
SZSE.ETF.159919,0,3.859,20230823110559605,
SZSE.ETF.159919,0,3.858,20230823110700304,
SZSE.ETF.159919,0,3.858,20230823110800235,
SZSE.ETF.159919,0,3.858,20230823110900038,
SZSE.ETF.159919,0,3.859,20230823111000184,
SZSE.ETF.159919,0,3.86,20230823111100091,
SZSE.ETF.159919,0,3.86,20230823111200089,
SZSE.ETF.159919,0,3.859,20230823111259911,
SZSE.ETF.159919,0,3.859,20230823111400151,
SZSE.ETF.159919,0,3.861,20230823111500101,
SZSE.ETF.159919,0,3.864,20230823111600009,
SZSE.ETF.159919,0,3.866,20230823111659916,
SZSE.ETF.159919,0,3.863,20230823111800059,
SZSE.ETF.159919,0,3.869,20230823112300201,
SZSE.ETF.159919,0,3.868,20230823112400315,
SZSE.ETF.159919,0,3.868,20230823112519909,
SZSE.ETF.159919,0,3.863,20230823112800352,
