code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159919,202308231323,LONG,OPEN,3.864,100,,0,98
SZSE.ETF.159919,202308231325,LONG,CLOSE,3.86,100,,0,100
SZSE.ETF.159919,202308231330,LONG,OPEN,3.86,100,,0,105
SZSE.ETF.159919,202308231339,LONG,CLOSE,3.86,100,,0,114
SZSE.ETF.159919,202308231343,LONG,OPEN,3.863,100,,0,118
SZSE.ETF.159919,202308231344,LONG,CLOSE,3.861,100,,0,119
SZSE.ETF.159919,202308231345,LONG,OPEN,3.861,100,,0,120
SZSE.ETF.159919,202308231346,LONG,CLOSE,3.86,100,,0,121
SZSE.ETF.159919,202308231347,LONG,OPEN,3.862,100,,0,122
SZSE.ETF.159919,202308231351,LONG,CLOSE,3.861,100,,0,125
SZSE.ETF.159919,202308231356,LONG,OPEN,3.861,100,,0,130
SZSE.ETF.159919,202308231359,LONG,CLOSE,3.871,100,,0,131
SZSE.ETF.159919,202308231359,SHORT,OPEN,3.871,100,,0,131
SZSE.ETF.159919,202308231400,SHORT,CLOSE,3.875,100,,0,132
SZSE.ETF.159919,202308231400,LONG,OPEN,3.875,100,,0,132
SZSE.ETF.159919,202308231401,LONG,CLOSE,3.873,100,,0,133
SZSE.ETF.159919,202308231401,SHORT,OPEN,3.873,100,,0,133
SZSE.ETF.159919,202308231402,SHORT,CLOSE,3.872,100,,0,134
SZSE.ETF.159919,202308231403,SHORT,OPEN,3.866,100,,0,135
SZSE.ETF.159919,202308231404,SHORT,CLOSE,3.865,100,,0,136
SZSE.ETF.159919,202308231422,SHORT,OPEN,3.859,100,,0,154
SZSE.ETF.159919,202308231428,SHORT,CLOSE,3.849,100,,0,160
SZSE.ETF.159919,202308231428,LONG,OPEN,3.849,100,,0,160
SZSE.ETF.159919,202308231429,LONG,CLOSE,3.844,100,,0,161
SZSE.ETF.159919,202308231429,SHORT,OPEN,3.844,10000,,0,161
SZSE.ETF.159919,202308231431,SHORT,CLOSE,3.845,10000,,0,163
SZSE.ETF.159919,202308231431,LONG,OPEN,3.845,10000,,0,163
SZSE.ETF.159919,202308231432,LONG,CLOSE,3.844,10000,,0,164
SZSE.ETF.159919,202308231432,SHORT,OPEN,3.844,10000,,0,164
SZSE.ETF.159919,202308231437,SHORT,CLOSE,3.84,10000,,0,169
SZSE.ETF.159919,202308231437,LONG,OPEN,3.84,10000,,0,169
SZSE.ETF.159919,202308231438,LONG,CLOSE,3.837,10000,,0,170
SZSE.ETF.159919,202308231438,SHORT,OPEN,3.837,10000,,0,170
SZSE.ETF.159919,202308231440,SHORT,CLOSE,3.836,10000,,0,172
SZSE.ETF.159919,202308231440,LONG,OPEN,3.836,10000,,0,172
SZSE.ETF.159919,202308231442,LONG,CLOSE,3.834,10000,,0,174
SZSE.ETF.159919,202308231442,SHORT,OPEN,3.834,10000,,0,174
SZSE.ETF.159919,202308231443,SHORT,CLOSE,3.837,10000,,0,175
SZSE.ETF.159919,202308231443,LONG,OPEN,3.837,10000,,0,175
SZSE.ETF.159919,202308231448,LONG,CLOSE,3.84,10000,,460.8,179
SZSE.ETF.159919,202308231448,SHORT,OPEN,3.84,10000,,460.8,179
SZSE.ETF.159919,202308231451,SHORT,CLOSE,3.84,10000,,460.8,182
SZSE.ETF.159919,202308231452,LONG,OPEN,3.839,10000,,460.68,183
SZSE.ETF.159919,202308231453,LONG,CLOSE,3.837,10000,,460.44,184
SZSE.ETF.159919,202308231454,SHORT,OPEN,3.836,10000,,460.32,185
SZSE.ETF.159919,202308231457,SHORT,CLOSE,3.837,10000,,460.44,188
SZSE.ETF.159919,202308231457,LONG,OPEN,3.837,10000,,460.44,188
SZSE.ETF.159919,202308231458,LONG,CLOSE,3.832,10000,,459.84,189
SZSE.ETF.159919,202308231458,SHORT,OPEN,3.832,10000,,459.84,189
SZSE.ETF.159919,202308231459,SHORT,CLOSE,3.832,10000,,459.84,190
SZSE.ETF.159919,202308241456,SHORT,OPEN,3.859,10000,,463.08,247
SZSE.ETF.159919,202308241457,SHORT,CLOSE,3.859,10000,,463.08,248
SZSE.ETF.159919,202308250933,SHORT,OPEN,3.844,10000,,461.28,253
SZSE.ETF.159919,202308250934,SHORT,CLOSE,3.847,10000,,461.64,254
SZSE.ETF.159919,202308250942,LONG,OPEN,3.85,10000,,462,262
SZSE.ETF.159919,202308250943,LONG,CLOSE,3.849,10000,,461.88,263
SZSE.ETF.159919,202308250943,SHORT,OPEN,3.849,10000,,461.88,263
SZSE.ETF.159919,202308250944,SHORT,CLOSE,3.848,10000,,461.76,264
SZSE.ETF.159919,202308251304,SHORT,OPEN,3.854,10000,,462.48,369
SZSE.ETF.159919,202308251305,SHORT,CLOSE,3.844,10000,,461.28,370
SZSE.ETF.159919,202308251307,SHORT,OPEN,3.843,10000,,461.16,372
SZSE.ETF.159919,202308251308,SHORT,CLOSE,3.842,10000,,461.04,373
SZSE.ETF.159919,202308251316,LONG,OPEN,3.843,100,,4.61,380
SZSE.ETF.159919,202308251317,LONG,CLOSE,3.845,100,,4.61,381
SZSE.ETF.159919,202308251354,LONG,OPEN,3.857,100,,4.63,418
SZSE.ETF.159919,202308251356,LONG,CLOSE,3.865,100,,4.64,420
SZSE.ETF.159919,202308251356,SHORT,OPEN,3.865,100,,4.64,420
SZSE.ETF.159919,202308251357,SHORT,CLOSE,3.863,100,,4.64,421
SZSE.ETF.159919,202308251358,LONG,OPEN,3.868,100,,4.64,422
SZSE.ETF.159919,202308251400,LONG,CLOSE,3.873,100,,4.65,424
SZSE.ETF.159919,202308251400,SHORT,OPEN,3.873,100,,4.65,424
SZSE.ETF.159919,202308251403,SHORT,CLOSE,3.864,100,,4.64,427
SZSE.ETF.159919,202308251403,LONG,OPEN,3.864,100,,4.64,427
SZSE.ETF.159919,202308251404,LONG,CLOSE,3.857,100,,4.63,428
