code,time,direct,action,price,qty,tag,fee,barno
SSE.ETF.512880,202308110947,LONG,OPEN,1.055,100,,0,16
SSE.ETF.512880,202308111008,LONG,CLOSE,1.05,100,,0,17
SSE.ETF.512880,202308111008,SHORT,OPEN,1.05,100,,0,17
SSE.ETF.512880,202308141302,SHORT,CLOSE,1.018,100,,0,149
SSE.ETF.512880,202308141302,LONG,OPEN,1.018,100,,0,149
SSE.ETF.512880,202308141450,LONG,CLOSE,1.018,100,,0,257
SSE.ETF.512880,202308141450,SHORT,OPEN,1.018,100,,0,257
SSE.ETF.512880,202308151000,SHORT,CLOSE,1.029,100,,0,293
SSE.ETF.512880,202308151000,LONG,OPEN,1.029,100,,0,293
SSE.ETF.512880,202308151100,LONG,CLOSE,1.022,100,,0,353
SSE.ETF.512880,202308151100,SHORT,OPEN,1.022,100,,0,353
SSE.ETF.512880,202308151405,SHORT,CLOSE,1.024,100,,0,448
SSE.ETF.512880,202308151405,LONG,OPEN,1.024,100,,0,448
SSE.ETF.512880,202308161341,LONG,CLOSE,1.045,100,,0,664
SSE.ETF.512880,202308161341,SHORT,OPEN,1.045,100,,0,664
