code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
CFFEX.IF.HOT,LONG,201909180945,3910.8,201909181025,3906.6,1,-1260,1620,-1500,-32760.2,enterlong,exitlong,242,250
CFFEX.IF.HOT,LONG,201909181030,3911,201909181345,3908,1,-900,3300,-1320,-34091.7,enterlong,exitlong,251,272
CFFEX.IF.HOT,LONG,201909181350,3912.2,201909181355,3911,1,-360,180,-1440,-34883.4,enterlong,exitlong,273,274
CFFEX.IF.HOT,LONG,201909181400,3913,201909181405,3914,1,300,600,-660,-35015.5,enterlong,exitlong,275,276
CFFEX.IF.HOT,LONG,201909181410,3915.2,201909181415,3912.6,1,-780,180,-900,-36227.5,enterlong,exitlong,277,278
CFFEX.IF.HOT,LONG,201909181420,3917.2,201909181425,3912.8,1,-1320,60,-1560,-37979.5,enterlong,exitlong,279,280
CFFEX.IF.HOT,LONG,201909181430,3909.8,201909181435,3908.2,1,-480,0,-720,-38891,enterlong,exitlong,281,282
CFFEX.IF.HOT,SHORT,201909181440,3904.8,201909181445,3903.4,1,420,420,-600,-38901.9,entershort,exitshort,283,284
CFFEX.IF.HOT,LONG,201909181450,3904.8,201909181455,3902.2,1,-780,120,-1260,-40112.7,enterlong,exitlong,285,286
CFFEX.IF.HOT,LONG,201909181500,3905.8,201909190940,3912.6,1,2040,3960,-540,-38126.7,enterlong,exitlong,287,289
CFFEX.IF.HOT,SHORT,201909190945,3910.4,201909190950,3908.2,1,660,840,-600,-37898.2,entershort,exitshort,290,291
CFFEX.IF.HOT,LONG,201909190955,3903.8,201909191000,3904.6,1,240,480,-900,-38089.2,enterlong,exitlong,292,293
CFFEX.IF.HOT,SHORT,201909191005,3895.6,201909191010,3891.8,1,1140,1260,-840,-37378.9,entershort,exitshort,294,295
CFFEX.IF.HOT,LONG,201909191015,3897.4,201909191025,3902.6,1,1560,2400,-240,-36249.7,enterlong,exitlong,296,298
CFFEX.IF.HOT,LONG,201909191030,3907.6,201909191050,3907.2,1,-120,1620,-420,-36801.1,enterlong,exitlong,299,303
CFFEX.IF.HOT,LONG,201909191100,3909.8,201909191105,3911.2,1,420,480,-900,-36812.9,enterlong,exitlong,305,306
CFFEX.IF.HOT,LONG,201909191110,3910.4,201909191130,3906.2,1,-1260,780,-1500,-38504.2,enterlong,exitlong,307,311
CFFEX.IF.HOT,SHORT,201909191310,3901.4,201909191340,3903,1,-480,480,-900,-39415,entershort,exitshort,313,319
CFFEX.IF.HOT,LONG,201909191405,3909.6,201909191415,3909.2,1,-120,600,-240,-39966.6,enterlong,exitlong,324,326
CFFEX.IF.HOT,LONG,201909191420,3911,201909191430,3913.2,1,660,900,-300,-39738.6,enterlong,exitlong,327,329
CFFEX.IF.HOT,SHORT,201909191435,3910,201909191450,3917,1,-2100,660,-2580,-42271,entershort,exitshort,330,333
CFFEX.IF.HOT,LONG,201909191455,3914.2,201909200935,3929.8,1,4680,2460,-180,-37645.1,enterlong,exitlong,334,336
CFFEX.IF.HOT,LONG,201909200940,3926.8,201909200945,3926.4,1,-120,360,-1500,-38198.6,enterlong,exitlong,337,338
CFFEX.IF.HOT,LONG,201909200950,3930.4,201909200955,3926.4,1,-1200,720,-1200,-39832.1,enterlong,exitlong,339,340
CFFEX.IF.HOT,SHORT,201909201000,3922.4,201909201010,3925,1,-780,720,-900,-41045.4,entershort,exitshort,341,343
CFFEX.IF.HOT,LONG,201909201015,3931,201909201020,3927,1,-1200,180,-1380,-42679,enterlong,exitlong,344,345
CFFEX.IF.HOT,SHORT,201909201025,3926,201909201035,3928.2,1,-660,1140,-900,-43772.6,entershort,exitshort,346,348
CFFEX.IF.HOT,LONG,201909201040,3924,201909201100,3924.6,1,180,1380,-660,-44025.9,enterlong,exitlong,349,353
CFFEX.IF.HOT,SHORT,201909201115,3921.2,201909201125,3926.4,1,-1560,360,-1920,-46019.4,entershort,exitshort,356,358
CFFEX.IF.HOT,LONG,201909201130,3929.6,201909201320,3925.2,1,-1320,0,-1560,-47772.7,enterlong,exitlong,359,363
CFFEX.IF.HOT,LONG,201909201325,3930,201909201330,3927.6,1,-720,360,-1080,-48926.4,enterlong,exitlong,364,365
CFFEX.IF.HOT,LONG,201909201335,3927.8,201909201345,3935,1,2160,2460,-240,-47200.7,enterlong,exitlong,366,368
CFFEX.IF.HOT,LONG,201909201350,3935.2,201909201355,3929.6,1,-1680,300,-2160,-49314.6,enterlong,exitlong,369,370
CFFEX.IF.HOT,SHORT,201909201400,3925,201909201410,3925,1,-0,1020,-300,-49747.9,entershort,exitshort,371,373
CFFEX.IF.HOT,SHORT,201909201415,3923.6,201909201420,3924,1,-120,1020,-540,-50301.1,entershort,exitshort,374,375
CFFEX.IF.HOT,LONG,201909201425,3924.4,201909201435,3923.8,1,-180,1080,-240,-50914.3,enterlong,exitlong,376,378
CFFEX.IF.HOT,LONG,201909201440,3926.6,201909201450,3926.6,1,0,660,-840,-51347.8,enterlong,exitlong,379,381
CFFEX.IF.HOT,SHORT,201909201455,3926,201909230935,3912.2,1,4140,540,-840,-47261.9,entershort,exitshort,382,384
CFFEX.IF.HOT,SHORT,201909230940,3891,201909231350,3871.4,1,5880,7020,-360,-41809.4,entershort,exitshort,385,417
CFFEX.IF.HOT,SHORT,201909231355,3869.8,201909231400,3875,1,-1560,0,-1620,-43797.2,entershort,exitshort,418,419
CFFEX.IF.HOT,SHORT,201909231405,3873.2,201909231410,3868.8,1,1320,1500,-480,-42904.3,entershort,exitshort,420,421
CFFEX.IF.HOT,LONG,201909231415,3869.2,201909231425,3871,1,540,1020,-300,-42791.7,enterlong,exitlong,422,424
CFFEX.IF.HOT,LONG,201909231430,3871.4,201909231450,3888,1,4980,5160,-180,-38240.8,enterlong,exitlong,425,429
CFFEX.IF.HOT,LONG,201909231455,3891.4,201909231500,3897.8,1,1920,1920,-840,-36751.1,enterlong,exitlong,430,431
CFFEX.IF.HOT,SHORT,201909240935,3902,201909240940,3896.2,1,1740,1800,-900,-35441.2,entershort,exitshort,432,433
CFFEX.IF.HOT,SHORT,201909240945,3892.2,201909241000,3894.4,1,-660,600,-1320,-36531.2,entershort,exitshort,434,437
CFFEX.IF.HOT,SHORT,201909241005,3890,201909241010,3895.8,1,-1740,240,-1740,-38701.2,entershort,exitshort,438,439
CFFEX.IF.HOT,LONG,201909241015,3903,201909241040,3905.4,1,720,3540,0,-38412.4,enterlong,exitlong,440,445
CFFEX.IF.HOT,LONG,201909241045,3909.6,201909241100,3906.8,1,-840,1020,-900,-39683.7,enterlong,exitlong,446,449
CFFEX.IF.HOT,LONG,201909241105,3915.4,201909241305,3927.8,1,3720,5400,-360,-36397.2,enterlong,exitlong,450,456
CFFEX.IF.HOT,SHORT,201909241310,3919.4,201909241325,3919.2,1,60,2340,-1020,-36769.9,entershort,exitshort,457,460
CFFEX.IF.HOT,SHORT,201909241330,3918.8,201909241440,3897.4,1,6420,6840,0,-30780.3,entershort,exitshort,461,475
CFFEX.IF.HOT,SHORT,201909241445,3893.8,201909241450,3895.6,1,-540,120,-1860,-31750.4,entershort,exitshort,476,477
CFFEX.IF.HOT,SHORT,201909250935,3884.6,201909250950,3877.2,1,2220,3600,0,-29958.5,entershort,exitshort,480,483
CFFEX.IF.HOT,LONG,201909251010,3875.8,201909251100,3885.2,1,2820,4980,-1380,-27567.4,enterlong,exitlong,487,497
CFFEX.IF.HOT,SHORT,201909251110,3885,201909251115,3891.8,1,-2040,0,-2100,-30037,entershort,exitshort,499,500
CFFEX.IF.HOT,SHORT,201909251120,3887.6,201909251125,3891.2,1,-1080,480,-1140,-31546.5,entershort,exitshort,501,502
CFFEX.IF.HOT,SHORT,201909251130,3882.2,201909251335,3887.6,1,-1620,1260,-1920,-33595.7,entershort,exitshort,503,510
CFFEX.IF.HOT,SHORT,201909251340,3884.4,201909251345,3887.6,1,-960,60,-1440,-34984.9,entershort,exitshort,511,512
CFFEX.IF.HOT,LONG,201909251350,3889.8,201909251355,3882,1,-2340,180,-2700,-37753.5,enterlong,exitlong,513,514
CFFEX.IF.HOT,LONG,201909251410,3884.2,201909251415,3883.8,1,-120,300,-720,-38302.3,enterlong,exitlong,517,518
CFFEX.IF.HOT,SHORT,201909251420,3881.8,201909251430,3884.2,1,-720,720,-720,-39451,entershort,exitshort,519,521
CFFEX.IF.HOT,SHORT,201909251435,3880,201909251440,3888.2,1,-2460,1620,-2880,-42340.2,entershort,exitshort,522,523
CFFEX.IF.HOT,SHORT,201909251445,3887.6,201909260935,3885,1,780,5460,-180,-41613.9,entershort,exitshort,524,528
CFFEX.IF.HOT,LONG,201909260940,3885.4,201909260945,3885.6,1,60,420,-1200,-41982.8,enterlong,exitlong,529,530
CFFEX.IF.HOT,LONG,201909260950,3887.6,201909260955,3883.6,1,-1200,60,-1560,-43611.6,enterlong,exitlong,531,532
CFFEX.IF.HOT,LONG,201909261000,3884.8,201909261015,3885.6,1,240,3120,-600,-43800.6,enterlong,exitlong,533,536
CFFEX.IF.HOT,SHORT,201909261020,3885.4,201909261030,3883.6,1,540,960,-720,-43689.3,entershort,exitshort,537,539
CFFEX.IF.HOT,SHORT,201909261035,3876.2,201909261045,3875,1,360,1500,-540,-43757.2,entershort,exitshort,540,542
CFFEX.IF.HOT,LONG,201909261050,3875.6,201909261100,3874.8,1,-240,1140,-720,-44424.9,enterlong,exitlong,543,545
CFFEX.IF.HOT,LONG,201909261105,3873.8,201909261110,3868.6,1,-1560,360,-2400,-46412.1,enterlong,exitlong,546,547
CFFEX.IF.HOT,LONG,201909261115,3870.6,201909261125,3871,1,120,1620,-360,-46719.4,enterlong,exitlong,548,550
CFFEX.IF.HOT,SHORT,201909261130,3861.8,201909261310,3853,1,2640,4380,-660,-44504.9,entershort,exitshort,551,553
CFFEX.IF.HOT,LONG,201909261315,3863.2,201909261330,3859.8,1,-1020,1440,-1260,-45951,enterlong,exitlong,554,557
CFFEX.IF.HOT,LONG,201909261340,3860.4,201909261400,3859.4,1,-300,1980,-900,-46677.1,enterlong,exitlong,559,563
CFFEX.IF.HOT,SHORT,201909261415,3862.4,201909261430,3855,1,2220,3120,0,-44882.7,entershort,exitshort,566,569
CFFEX.IF.HOT,SHORT,201909261445,3851.4,201909261455,3850.8,1,180,2340,-540,-45127.9,entershort,exitshort,572,574
CFFEX.IF.HOT,SHORT,201909270935,3852.2,201909270950,3850.4,1,540,3600,-960,-45013,entershort,exitshort,576,579
CFFEX.IF.HOT,SHORT,201909270955,3849.2,201909271010,3843.2,1,1800,2460,-540,-43637.3,entershort,exitshort,580,583
CFFEX.IF.HOT,LONG,201909271015,3849.4,201909271020,3848.8,1,-180,660,-840,-44242.2,enterlong,exitlong,584,585
CFFEX.IF.HOT,SHORT,201909271025,3847.4,201909271035,3850.4,1,-900,960,-1260,-45567.3,entershort,exitshort,586,588
CFFEX.IF.HOT,SHORT,201909271040,3851.6,201909271045,3855.8,1,-1260,360,-1800,-47252.9,entershort,exitshort,589,590
CFFEX.IF.HOT,SHORT,201909271050,3856.2,201909271055,3857.6,1,-420,360,-840,-48098.8,entershort,exitshort,591,592
CFFEX.IF.HOT,SHORT,201909271100,3855.4,201909271105,3857.6,1,-660,360,-960,-49184.7,entershort,exitshort,593,594
CFFEX.IF.HOT,SHORT,201909271110,3852.4,201909271125,3852,1,120,840,-660,-49489.9,entershort,exitshort,595,598
CFFEX.IF.HOT,LONG,201909271130,3852.8,201909271305,3849.8,1,-900,0,-1620,-50815,enterlong,exitlong,599,600
CFFEX.IF.HOT,LONG,201909271310,3852.2,201909271325,3853.4,1,360,1200,-300,-50880.4,enterlong,exitlong,601,604
CFFEX.IF.HOT,LONG,201909271330,3852.4,201909271335,3850.2,1,-660,120,-660,-51965.5,enterlong,exitlong,605,606
CFFEX.IF.HOT,LONG,201909271340,3855,201909271345,3851.8,1,-960,180,-1140,-53350.7,enterlong,exitlong,607,608
CFFEX.IF.HOT,LONG,201909271355,3854.6,201909271405,3858.4,1,1140,2640,-120,-52636.7,enterlong,exitlong,610,612
CFFEX.IF.HOT,LONG,201909271410,3859.8,201909271420,3860,1,60,1320,-540,-53002.8,enterlong,exitlong,613,615
CFFEX.IF.HOT,SHORT,201909271430,3858,201909271440,3857.8,1,60,840,-1080,-53368.7,entershort,exitshort,617,619
CFFEX.IF.HOT,SHORT,201909271445,3856.8,201909271500,3855.2,1,480,1980,-60,-53314.3,entershort,exitshort,620,623
CFFEX.IF.HOT,SHORT,201909300935,3850,201909300940,3850.4,1,-120,1560,-1320,-53859.4,entershort,exitshort,624,625
CFFEX.IF.HOT,LONG,201909300945,3858.2,201909300950,3856,1,-660,300,-840,-54945.1,enterlong,exitlong,626,627
CFFEX.IF.HOT,LONG,201909300955,3856.6,201909301000,3852.6,1,-1200,0,-1680,-56570.5,enterlong,exitlong,628,629
CFFEX.IF.HOT,SHORT,201909301005,3848.4,201909301015,3849,1,-180,1800,-960,-57175.4,entershort,exitshort,630,632
CFFEX.IF.HOT,LONG,201909301020,3849,201909301025,3845.2,1,-1140,0,-1140,-58739.9,enterlong,exitlong,633,634
CFFEX.IF.HOT,LONG,201909301030,3852.6,201909301035,3848.6,1,-1200,0,-1440,-60364.8,enterlong,exitlong,635,636
CFFEX.IF.HOT,SHORT,201909301040,3848.8,201909301100,3845.4,1,1020,1320,-240,-59769.4,entershort,exitshort,637,641
CFFEX.IF.HOT,SHORT,201909301110,3841,201909301125,3840,1,300,1560,-240,-59893.3,entershort,exitshort,643,646
CFFEX.IF.HOT,SHORT,201909301130,3833.6,201909301310,3839.8,1,-1860,1020,-1920,-62177.2,entershort,exitshort,647,649
CFFEX.IF.HOT,LONG,201909301315,3847.4,201909301330,3852,1,1380,1380,-420,-61222.4,enterlong,exitlong,650,653
CFFEX.IF.HOT,LONG,201909301350,3853.8,201909301355,3849.6,1,-1260,420,-1380,-62907.5,enterlong,exitlong,657,658
CFFEX.IF.HOT,SHORT,201909301405,3843.8,201909301415,3834.2,1,2880,5640,-360,-60450.8,entershort,exitshort,660,662
CFFEX.IF.HOT,SHORT,201909301420,3832.2,201909301440,3836.8,1,-1380,1500,-1620,-62254.4,entershort,exitshort,663,667
CFFEX.IF.HOT,SHORT,201909301445,3820,201909301450,3811.4,1,2580,2760,-1980,-60095.2,entershort,exitshort,668,669
CFFEX.IF.HOT,LONG,201909301455,3812,201909301500,3803.4,1,-2580,780,-3240,-63095.2,enterlong,exitlong,670,671
CFFEX.IF.HOT,SHORT,201910080935,3811,201910080940,3820,1,-2700,0,-3060,-66216.8,entershort,exitshort,672,673
CFFEX.IF.HOT,LONG,201910080945,3831,201910081400,3836,1,1500,7380,-2520,-65140.3,enterlong,exitlong,674,707
CFFEX.IF.HOT,LONG,201910081405,3838.6,201910081410,3839.2,1,180,1020,-660,-65384.1,enterlong,exitlong,708,709
CFFEX.IF.HOT,LONG,201910081420,3843.4,201910081425,3841.4,1,-600,660,-600,-66408.2,enterlong,exitlong,711,712
CFFEX.IF.HOT,SHORT,201910081430,3836.8,201910081435,3839.6,1,-840,0,-1080,-67672.1,entershort,exitshort,713,714
CFFEX.IF.HOT,SHORT,201910081445,3834.6,201910090950,3799.4,1,10560,11700,-600,-57164.8,entershort,exitshort,716,723
CFFEX.IF.HOT,LONG,201910090955,3806.2,201910091045,3826.4,1,6060,8400,-480,-51527.1,enterlong,exitlong,724,734
CFFEX.IF.HOT,LONG,201910091110,3822.6,201910091125,3820.4,1,-660,1080,-780,-52608.9,enterlong,exitlong,739,742
CFFEX.IF.HOT,LONG,201910091315,3821.2,201910091400,3829.4,1,2460,3240,-300,-50571.6,enterlong,exitlong,746,755
CFFEX.IF.HOT,LONG,201910091405,3832.6,201910091420,3831.6,1,-300,1260,-1140,-51294.6,enterlong,exitlong,756,759
CFFEX.IF.HOT,LONG,201910091425,3837.2,201910091435,3831.8,1,-1620,720,-1560,-53337.7,enterlong,exitlong,760,762
CFFEX.IF.HOT,SHORT,201910091440,3830.8,201910091500,3830.2,1,180,1800,-420,-53580.5,entershort,exitshort,763,767
CFFEX.IF.HOT,LONG,201910100935,3824.8,201910100940,3827,1,660,1740,-1200,-53343,enterlong,exitlong,768,769
CFFEX.IF.HOT,LONG,201910100945,3836,201910100950,3831.2,1,-1440,780,-1560,-55206,enterlong,exitlong,770,771
CFFEX.IF.HOT,LONG,201910100955,3833.6,201910101000,3835.8,1,660,960,-1080,-54969.5,enterlong,exitlong,772,773
CFFEX.IF.HOT,SHORT,201910101005,3836.4,201910101010,3838.6,1,-660,360,-1200,-56053.2,entershort,exitshort,774,775
CFFEX.IF.HOT,LONG,201910101015,3838,201910101035,3840.6,1,780,2040,0,-55697.2,enterlong,exitlong,776,780
CFFEX.IF.HOT,LONG,201910101045,3844.2,201910101050,3844.6,1,120,300,-780,-56001.6,enterlong,exitlong,782,783
CFFEX.IF.HOT,SHORT,201910101055,3840.8,201910101100,3841.8,1,-300,60,-900,-56725.8,entershort,exitshort,784,785
CFFEX.IF.HOT,SHORT,201910101105,3838.2,201910101125,3835.8,1,720,1740,-300,-56429.3,entershort,exitshort,786,790
CFFEX.IF.HOT,LONG,201910101305,3839.2,201910101330,3850,1,3240,5400,0,-53614.2,enterlong,exitlong,792,797
CFFEX.IF.HOT,LONG,201910101345,3853.4,201910101350,3851.4,1,-600,60,-1320,-54639.4,enterlong,exitlong,800,801
CFFEX.IF.HOT,LONG,201910101400,3852,201910101405,3852.8,1,240,240,-1080,-54824.8,enterlong,exitlong,803,804
CFFEX.IF.HOT,LONG,201910101410,3852.2,201910101420,3852,1,-60,1380,-480,-55310,enterlong,exitlong,805,807
CFFEX.IF.HOT,LONG,201910101425,3854.2,201910101435,3856.2,1,600,840,-540,-55135.8,enterlong,exitlong,808,810
CFFEX.IF.HOT,LONG,201910101440,3862.2,201910101455,3863,1,240,2700,-120,-55322.2,enterlong,exitlong,811,814
CFFEX.IF.HOT,SHORT,201910110940,3875.8,201910111020,3872.2,1,1080,3000,-60,-54669.7,entershort,exitshort,817,825
CFFEX.IF.HOT,SHORT,201910111025,3868.4,201910111035,3869,1,-180,1140,-420,-55276.9,entershort,exitshort,826,828
CFFEX.IF.HOT,SHORT,201910111040,3865.4,201910111100,3863,1,720,2460,0,-54983.4,entershort,exitshort,829,833
CFFEX.IF.HOT,LONG,201910111110,3865,201910111120,3867.4,1,720,780,-300,-54690.3,enterlong,exitlong,835,837
CFFEX.IF.HOT,LONG,201910111125,3865.6,201910111310,3885.2,1,5880,8040,0,-49239.1,enterlong,exitlong,838,841
CFFEX.IF.HOT,LONG,201910111315,3892.2,201910111320,3888.8,1,-1020,1140,-1080,-50688.4,enterlong,exitlong,842,843
CFFEX.IF.HOT,LONG,201910111330,3892.6,201910111340,3896.6,1,1200,2940,-780,-49918.6,enterlong,exitlong,845,847
CFFEX.IF.HOT,LONG,201910111345,3906.8,201910111405,3908.6,1,540,5760,-1380,-49810.1,enterlong,exitlong,848,852
CFFEX.IF.HOT,LONG,201910111415,3911.8,201910111430,3917.2,1,1620,4020,0,-48622.5,enterlong,exitlong,854,857
CFFEX.IF.HOT,SHORT,201910111435,3912.2,201910111440,3918.6,1,-1920,180,-2040,-50975.1,entershort,exitshort,858,859
CFFEX.IF.HOT,SHORT,201910111450,3908.6,201910140940,3944,1,-10620,300,-13500,-61649.3,entershort,exitshort,861,865
CFFEX.IF.HOT,SHORT,201910140945,3936,201910140955,3952,1,-4800,1320,-5100,-66885.5,entershort,exitshort,866,868
CFFEX.IF.HOT,LONG,201910141000,3962.6,201910141325,3955.6,1,-2100,7800,-2580,-69422.2,enterlong,exitlong,869,892
CFFEX.IF.HOT,SHORT,201910141340,3949.6,201910141350,3953.6,1,-1200,300,-1560,-71058.7,entershort,exitshort,895,897
