code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
CFFEX.IF.HOT,SHORT,201910141355,3948.6,201910141400,3953.6,1,-1500,180,-1500,-72995.1,entershort,exitshort,898,899
CFFEX.IF.HOT,SHORT,201910141405,3949.6,201910141420,3953,1,-1020,660,-1500,-74451.5,entershort,exitshort,900,903
CFFEX.IF.HOT,SHORT,201910141430,3953.8,201910141455,3946.2,1,2280,5580,-360,-72607.2,entershort,exitshort,905,910
CFFEX.IF.HOT,SHORT,201910150935,3943,201910150940,3939.2,1,1140,1260,-1620,-71902.1,entershort,exitshort,912,913
CFFEX.IF.HOT,LONG,201910150945,3945,201910150950,3940,1,-1500,480,-1500,-73837.1,enterlong,exitlong,914,915
CFFEX.IF.HOT,LONG,201910150955,3938.2,201910151010,3939.4,1,360,1560,-480,-73912,enterlong,exitlong,916,919
CFFEX.IF.HOT,LONG,201910151015,3939.4,201910151020,3936.2,1,-960,60,-1080,-75306.6,enterlong,exitlong,920,921
CFFEX.IF.HOT,LONG,201910151025,3939,201910151030,3937.6,1,-420,660,-1080,-76161.3,enterlong,exitlong,922,923
CFFEX.IF.HOT,LONG,201910151035,3938.8,201910151045,3940.2,1,420,1500,-240,-76176.3,enterlong,exitlong,924,926
CFFEX.IF.HOT,SHORT,201910151055,3936.6,201910151110,3934.6,1,600,1140,-300,-76010.7,entershort,exitshort,928,931
CFFEX.IF.HOT,SHORT,201910151115,3933.6,201910151120,3937.2,1,-1080,480,-1260,-77525.4,entershort,exitshort,932,933
CFFEX.IF.HOT,LONG,201910151125,3939.2,201910151310,3937.4,1,-540,720,-840,-78500.1,enterlong,exitlong,934,937
CFFEX.IF.HOT,SHORT,201910151315,3936.2,201910151325,3935,1,360,1020,-180,-78574.5,entershort,exitshort,938,940
CFFEX.IF.HOT,SHORT,201910151330,3932.6,201910151335,3934,1,-420,60,-1320,-79428.8,entershort,exitshort,941,942
CFFEX.IF.HOT,LONG,201910151340,3934,201910151355,3935.8,1,540,1080,-240,-79323.3,enterlong,exitlong,943,946
CFFEX.IF.HOT,SHORT,201910151400,3935.2,201910151405,3938.6,1,-1020,240,-1200,-80778.1,entershort,exitshort,947,948
CFFEX.IF.HOT,LONG,201910151410,3940.2,201910151415,3939,1,-360,420,-480,-81573,enterlong,exitlong,949,950
CFFEX.IF.HOT,LONG,201910151420,3939.4,201910151430,3934.4,1,-1500,420,-1680,-83507.4,enterlong,exitlong,951,953
CFFEX.IF.HOT,LONG,201910151435,3936.6,201910151450,3939.8,1,960,1860,-120,-82982.3,enterlong,exitlong,954,957
CFFEX.IF.HOT,SHORT,201910151455,3938.8,201910160935,3938.8,1,-0,1200,-480,-83036.6,entershort,exitshort,958,960
CFFEX.IF.HOT,LONG,201910160940,3955.4,201910160945,3958,1,780,1740,-1020,-82693.6,enterlong,exitlong,961,962
CFFEX.IF.HOT,LONG,201910160950,3967.6,201910160955,3964.4,1,-960,0,-1680,-84091.3,enterlong,exitlong,963,964
CFFEX.IF.HOT,SHORT,201910161000,3965.2,201910161020,3943,1,6660,7080,-300,-77866.7,entershort,exitshort,965,969
CFFEX.IF.HOT,SHORT,201910161030,3937.4,201910161035,3944,1,-1980,180,-2100,-80282.1,entershort,exitshort,971,972
CFFEX.IF.HOT,SHORT,201910161040,3937.6,201910161045,3942.2,1,-1380,60,-1500,-82097.3,entershort,exitshort,973,974
CFFEX.IF.HOT,SHORT,201910161110,3942.2,201910161305,3921.6,1,6180,7620,-1080,-76350.4,entershort,exitshort,979,984
CFFEX.IF.HOT,LONG,201910161340,3927.6,201910161420,3924,1,-1080,1500,-2160,-77863.6,enterlong,exitlong,991,999
CFFEX.IF.HOT,SHORT,201910161430,3921.4,201910161440,3926.2,1,-1440,420,-1440,-79737,entershort,exitshort,1001,1003
CFFEX.IF.HOT,SHORT,201910161445,3922,201910170945,3923,1,-300,1680,-3720,-80091.2,entershort,exitshort,1004,1010
CFFEX.IF.HOT,LONG,201910170950,3922.6,201910170955,3925.2,1,780,1020,-720,-79744.5,enterlong,exitlong,1011,1012
CFFEX.IF.HOT,LONG,201910171000,3926.6,201910171005,3927.8,1,360,420,-540,-79818.1,enterlong,exitlong,1013,1014
CFFEX.IF.HOT,LONG,201910171010,3932.8,201910171020,3929.2,1,-1080,1140,-1320,-81331.9,enterlong,exitlong,1015,1017
CFFEX.IF.HOT,LONG,201910171025,3931.4,201910171030,3926.2,1,-1560,420,-1860,-83325.4,enterlong,exitlong,1018,1019
CFFEX.IF.HOT,SHORT,201910171035,3926.4,201910171040,3932.4,1,-1800,60,-1980,-85559.5,entershort,exitshort,1020,1021
CFFEX.IF.HOT,LONG,201910171045,3931.8,201910171055,3930.2,1,-480,900,-420,-86473.4,enterlong,exitlong,1022,1024
CFFEX.IF.HOT,SHORT,201910171105,3926.4,201910171110,3930.8,1,-1320,60,-1620,-88227.4,entershort,exitshort,1026,1027
CFFEX.IF.HOT,SHORT,201910171120,3930.6,201910171320,3920.2,1,3120,3060,-120,-85540.2,entershort,exitshort,1029,1035
CFFEX.IF.HOT,SHORT,201910171335,3919.4,201910171340,3923.2,1,-1140,0,-1140,-87113.3,entershort,exitshort,1038,1039
CFFEX.IF.HOT,LONG,201910171350,3928.4,201910171355,3926,1,-720,0,-1020,-88266.8,enterlong,exitlong,1041,1042
CFFEX.IF.HOT,LONG,201910171400,3926.6,201910171405,3922.8,1,-1140,120,-1260,-89839.9,enterlong,exitlong,1043,1044
CFFEX.IF.HOT,SHORT,201910171410,3919.2,201910171420,3919.4,1,-60,1080,-780,-90332.6,entershort,exitshort,1045,1047
CFFEX.IF.HOT,SHORT,201910171425,3917,201910171440,3917,1,-0,2100,-240,-90765,entershort,exitshort,1048,1051
CFFEX.IF.HOT,SHORT,201910171445,3915.2,201910171455,3919.2,1,-1200,300,-1380,-92397.6,entershort,exitshort,1052,1054
CFFEX.IF.HOT,LONG,201910180935,3929.4,201910180945,3932.8,1,1020,4080,0,-91811.8,enterlong,exitlong,1056,1058
CFFEX.IF.HOT,SHORT,201910180950,3932.2,201910181010,3931.4,1,240,2400,-360,-92005.8,entershort,exitshort,1059,1063
CFFEX.IF.HOT,LONG,201910181020,3932,201910181035,3931,1,-300,1560,-840,-92739.8,enterlong,exitlong,1065,1068
CFFEX.IF.HOT,SHORT,201910181040,3930.4,201910181110,3915.8,1,4380,5640,0,-88792.2,entershort,exitshort,1069,1075
CFFEX.IF.HOT,SHORT,201910181115,3912.6,201910181435,3862,1,15180,20640,-480,-74038.9,entershort,exitshort,1076,1098
CFFEX.IF.HOT,SHORT,201910210940,3851,201910210950,3858,1,-2100,1140,-2640,-76564.8,entershort,exitshort,1105,1107
CFFEX.IF.HOT,SHORT,201910211000,3851.8,201910211005,3859.6,1,-2340,420,-2520,-79330.9,entershort,exitshort,1109,1110
CFFEX.IF.HOT,LONG,201910211020,3863,201910211040,3868.4,1,1620,2940,-1500,-78137.9,enterlong,exitlong,1113,1117
CFFEX.IF.HOT,LONG,201910211045,3870.4,201910211100,3868.8,1,-480,1200,-1080,-79045,enterlong,exitlong,1118,1121
CFFEX.IF.HOT,SHORT,201910211105,3868.4,201910211110,3871.2,1,-840,420,-900,-80312.4,entershort,exitshort,1122,1123
CFFEX.IF.HOT,SHORT,201910211115,3870.4,201910211130,3872.2,1,-540,1620,-960,-81279.9,entershort,exitshort,1124,1127
CFFEX.IF.HOT,SHORT,201910211305,3872.4,201910211340,3859.6,1,3840,4320,-780,-77866.1,entershort,exitshort,1128,1135
CFFEX.IF.HOT,SHORT,201910211345,3858.6,201910211355,3859,1,-120,480,-540,-78412.1,entershort,exitshort,1136,1138
CFFEX.IF.HOT,SHORT,201910211405,3855.8,201910211410,3859.6,1,-1140,180,-1560,-79978.2,entershort,exitshort,1140,1141
CFFEX.IF.HOT,SHORT,201910211415,3856.4,201910211430,3854.8,1,480,2160,0,-79923.7,entershort,exitshort,1142,1145
CFFEX.IF.HOT,SHORT,201910211435,3851.8,201910211440,3857.4,1,-1680,360,-1740,-82029.6,entershort,exitshort,1146,1147
CFFEX.IF.HOT,LONG,201910211445,3864,201910220940,3874.4,1,3120,6000,-900,-78963,enterlong,exitlong,1148,1153
CFFEX.IF.HOT,SHORT,201910220945,3867.2,201910220950,3868.4,1,-360,300,-1200,-79750,entershort,exitshort,1154,1155
CFFEX.IF.HOT,SHORT,201910220955,3864.4,201910221000,3866.6,1,-660,240,-1260,-80836.9,entershort,exitshort,1156,1157
CFFEX.IF.HOT,LONG,201910221005,3871.6,201910221010,3868.8,1,-840,120,-1260,-82104,enterlong,exitlong,1158,1159
CFFEX.IF.HOT,LONG,201910221015,3869.8,201910221025,3861.8,1,-2400,1020,-2640,-84930.4,enterlong,exitlong,1160,1162
CFFEX.IF.HOT,SHORT,201910221030,3859.6,201910221040,3863.8,1,-1260,720,-1260,-86616.9,entershort,exitshort,1163,1165
CFFEX.IF.HOT,LONG,201910221045,3867.8,201910221050,3863.2,1,-1380,240,-1560,-88423.5,enterlong,exitlong,1166,1167
CFFEX.IF.HOT,LONG,201910221100,3867,201910221120,3858.2,1,-2640,780,-3060,-91489.5,enterlong,exitlong,1169,1173
CFFEX.IF.HOT,SHORT,201910221125,3855.6,201910221130,3858,1,-720,60,-1020,-92635.4,entershort,exitshort,1174,1175
CFFEX.IF.HOT,LONG,201910221305,3860,201910221315,3860.4,1,120,1380,-960,-92941.5,enterlong,exitlong,1176,1178
CFFEX.IF.HOT,LONG,201910221325,3862.4,201910221335,3858.8,1,-1080,660,-1500,-94447.6,enterlong,exitlong,1180,1182
CFFEX.IF.HOT,SHORT,201910221340,3858.2,201910221350,3856.6,1,480,1380,-240,-94393.4,entershort,exitshort,1183,1185
CFFEX.IF.HOT,LONG,201910221400,3853.8,201910221430,3873,1,5760,5940,-300,-89060.8,enterlong,exitlong,1187,1193
CFFEX.IF.HOT,LONG,201910221435,3886.6,201910221440,3882.2,1,-1320,1740,-1980,-90809.4,enterlong,exitlong,1194,1195
CFFEX.IF.HOT,SHORT,201910221445,3875.2,201910221450,3877.2,1,-600,960,-1200,-91837.5,entershort,exitshort,1196,1197
CFFEX.IF.HOT,LONG,201910230940,3882,201910230945,3878,1,-1200,780,-1380,-93465.6,enterlong,exitlong,1201,1202
CFFEX.IF.HOT,LONG,201910230950,3881.8,201910230955,3876.4,1,-1620,1200,-1680,-95513.6,enterlong,exitlong,1203,1204
CFFEX.IF.HOT,LONG,201910231000,3876.8,201910231015,3870.6,1,-1860,360,-1980,-97801,enterlong,exitlong,1205,1208
CFFEX.IF.HOT,LONG,201910231040,3877,201910231105,3867.2,1,-2940,660,-3420,-101168,enterlong,exitlong,1213,1218
CFFEX.IF.HOT,SHORT,201910231115,3867.6,201910231320,3871,1,-1020,1740,-1020,-102615,entershort,exitshort,1220,1227
CFFEX.IF.HOT,LONG,201910231325,3871.2,201910231340,3872.2,1,300,1080,-540,-102743,enterlong,exitlong,1228,1231
CFFEX.IF.HOT,SHORT,201910231345,3869.6,201910231400,3863.2,1,1920,2640,-120,-101249,entershort,exitshort,1232,1235
CFFEX.IF.HOT,LONG,201910231410,3867.4,201910231415,3863,1,-1320,480,-1500,-102996,enterlong,exitlong,1237,1238
CFFEX.IF.HOT,SHORT,201910231420,3858.6,201910231430,3854,1,1380,1440,-180,-102041,entershort,exitshort,1239,1241
CFFEX.IF.HOT,LONG,201910231435,3855.6,201910231445,3852.4,1,-960,840,-1020,-103427,enterlong,exitlong,1242,1244
CFFEX.IF.HOT,SHORT,201910231450,3844,201910231455,3850,1,-1800,0,-1980,-105652,entershort,exitshort,1245,1246
CFFEX.IF.HOT,LONG,201910231500,3858.8,201910240940,3857.2,1,-480,2700,-720,-106185,enterlong,exitlong,1247,1249
CFFEX.IF.HOT,LONG,201910240950,3861.4,201910240955,3864.8,1,1020,1200,-1440,-105592,enterlong,exitlong,1251,1252
CFFEX.IF.HOT,SHORT,201910241000,3860.6,201910241005,3864.2,1,-1080,720,-1260,-107098,entershort,exitshort,1253,1254
CFFEX.IF.HOT,LONG,201910241010,3874.2,201910241015,3879.4,1,1560,1620,-1380,-105966,enterlong,exitlong,1255,1256
CFFEX.IF.HOT,LONG,201910241020,3880.4,201910241030,3877.4,1,-900,1320,-1920,-107294,enterlong,exitlong,1257,1259
CFFEX.IF.HOT,LONG,201910241040,3872,201910241045,3866.8,1,-1560,240,-1680,-109281,enterlong,exitlong,1261,1262
CFFEX.IF.HOT,SHORT,201910241105,3857.4,201910241125,3860.4,1,-900,1020,-1200,-110608,entershort,exitshort,1266,1270
CFFEX.IF.HOT,LONG,201910241315,3859.2,201910241320,3853.8,1,-1620,240,-1800,-112653,enterlong,exitlong,1274,1275
CFFEX.IF.HOT,SHORT,201910241325,3850.8,201910241340,3850,1,240,2700,-240,-112838,entershort,exitshort,1276,1279
CFFEX.IF.HOT,SHORT,201910241350,3845.6,201910241355,3853.8,1,-2460,60,-3840,-115724,entershort,exitshort,1281,1282
CFFEX.IF.HOT,LONG,201910241405,3853.6,201910241435,3865.4,1,3540,5100,-960,-112610,enterlong,exitlong,1284,1290
CFFEX.IF.HOT,LONG,201910241440,3865.8,201910241445,3861.2,1,-1380,0,-1500,-114416,enterlong,exitlong,1291,1292
CFFEX.IF.HOT,LONG,201910241450,3864.2,201910250940,3857.6,1,-1980,1980,-2520,-116450,enterlong,exitlong,1293,1297
CFFEX.IF.HOT,SHORT,201910250945,3855.6,201910251010,3846.2,1,2820,4980,-600,-114054,entershort,exitshort,1298,1303
CFFEX.IF.HOT,SHORT,201910251020,3845.4,201910251030,3845.6,1,-60,2340,-420,-114539,entershort,exitshort,1305,1307
CFFEX.IF.HOT,SHORT,201910251040,3842.2,201910251045,3844.4,1,-660,600,-1440,-115623,entershort,exitshort,1309,1310
CFFEX.IF.HOT,SHORT,201910251050,3843,201910251100,3868.6,1,-7680,420,-7380,-123730,entershort,exitshort,1311,1313
CFFEX.IF.HOT,SHORT,201910251105,3866.6,201910251110,3864.8,1,540,780,-1080,-123617,entershort,exitshort,1314,1315
CFFEX.IF.HOT,LONG,201910251115,3869.4,201910251130,3870.6,1,360,3480,-300,-123684,enterlong,exitlong,1316,1319
CFFEX.IF.HOT,SHORT,201910251305,3863,201910251330,3868.2,1,-1560,540,-2400,-125671,entershort,exitshort,1320,1325
CFFEX.IF.HOT,SHORT,201910251335,3867.8,201910251350,3877.2,1,-2820,840,-3480,-128919,entershort,exitshort,1326,1329
CFFEX.IF.HOT,LONG,201910251355,3879.8,201910251400,3879.4,1,-120,420,-1680,-129468,enterlong,exitlong,1330,1331
CFFEX.IF.HOT,LONG,201910251415,3888.2,201910251420,3884.8,1,-1020,900,-1800,-130917,enterlong,exitlong,1334,1335
CFFEX.IF.HOT,LONG,201910251425,3891.2,201910251450,3890,1,-360,3120,-1320,-131706,enterlong,exitlong,1336,1341
CFFEX.IF.HOT,LONG,201910251500,3891.6,201910280945,3905.6,1,4200,11520,-360,-127560,enterlong,exitlong,1343,1346
CFFEX.IF.HOT,LONG,201910280950,3906.4,201910281000,3905.6,1,-240,1260,-2940,-128231,enterlong,exitlong,1347,1349
CFFEX.IF.HOT,LONG,201910281010,3907,201910281050,3909.2,1,660,2700,-3300,-128003,enterlong,exitlong,1351,1359
CFFEX.IF.HOT,LONG,201910281055,3916,201910281105,3912.6,1,-1020,1200,-1260,-129454,enterlong,exitlong,1360,1362
CFFEX.IF.HOT,LONG,201910281115,3925.4,201910281125,3921.6,1,-1140,660,-1560,-131027,enterlong,exitlong,1364,1366
CFFEX.IF.HOT,LONG,201910281130,3923.6,201910281310,3915.2,1,-2520,1080,-2520,-133980,enterlong,exitlong,1367,1369
CFFEX.IF.HOT,SHORT,201910281340,3915.2,201910281350,3912.8,1,720,1680,-120,-133692,entershort,exitshort,1375,1377
CFFEX.IF.HOT,SHORT,201910281400,3913.6,201910281405,3919.8,1,-1860,60,-2340,-135984,entershort,exitshort,1379,1380
CFFEX.IF.HOT,SHORT,201910281410,3918,201910281430,3914.2,1,1140,2280,-780,-135277,entershort,exitshort,1381,1385
CFFEX.IF.HOT,LONG,201910281435,3916.4,201910281440,3914.2,1,-660,780,-840,-136369,enterlong,exitlong,1386,1387
CFFEX.IF.HOT,LONG,201910281445,3917,201910281450,3917,1,0,420,-720,-136801,enterlong,exitlong,1388,1389
CFFEX.IF.HOT,SHORT,201910281455,3917.2,201910281500,3919.8,1,-780,120,-1020,-138014,entershort,exitshort,1390,1391
CFFEX.IF.HOT,LONG,201910290940,3916,201910290945,3914.2,1,-540,300,-1200,-138986,enterlong,exitlong,1393,1394
CFFEX.IF.HOT,LONG,201910290950,3915.6,201910290955,3917.8,1,660,960,-540,-138759,enterlong,exitlong,1395,1396
CFFEX.IF.HOT,SHORT,201910291000,3917,201910291005,3915.2,1,540,600,-600,-138651,entershort,exitshort,1397,1398
CFFEX.IF.HOT,LONG,201910291010,3915.8,201910291020,3917.8,1,600,960,-240,-138483,enterlong,exitlong,1399,1401
CFFEX.IF.HOT,LONG,201910291025,3917.2,201910291030,3915.4,1,-540,420,-780,-139456,enterlong,exitlong,1402,1403
CFFEX.IF.HOT,LONG,201910291035,3916.8,201910291040,3917.2,1,120,420,-660,-139768,enterlong,exitlong,1404,1405
CFFEX.IF.HOT,LONG,201910291045,3917.6,201910291055,3921.6,1,1200,2100,-120,-139001,enterlong,exitlong,1406,1408
CFFEX.IF.HOT,SHORT,201910291100,3919,201910291105,3920.6,1,-480,60,-840,-139914,entershort,exitshort,1409,1410
CFFEX.IF.HOT,SHORT,201910291110,3918.2,201910291120,3916.6,1,480,1020,0,-139866,entershort,exitshort,1411,1413
CFFEX.IF.HOT,LONG,201910291125,3915.6,201910291130,3915.6,1,0,300,-900,-140298,enterlong,exitlong,1414,1415
CFFEX.IF.HOT,LONG,201910291305,3915.2,201910291310,3916.2,1,300,480,-420,-140431,enterlong,exitlong,1416,1417
CFFEX.IF.HOT,SHORT,201910291315,3915.8,201910291320,3916.4,1,-180,540,-480,-141043,entershort,exitshort,1418,1419
CFFEX.IF.HOT,LONG,201910291325,3917.8,201910291340,3917.4,1,-120,540,-420,-141596,enterlong,exitlong,1420,1423
CFFEX.IF.HOT,SHORT,201910291345,3914.4,201910291405,3907.4,1,2100,3120,-180,-139927,entershort,exitshort,1424,1428
CFFEX.IF.HOT,SHORT,201910291410,3907.4,201910291415,3912.6,1,-1560,600,-1860,-141919,entershort,exitshort,1429,1430
CFFEX.IF.HOT,SHORT,201910291420,3909.4,201910291450,3910.4,1,-300,1320,-480,-142651,entershort,exitshort,1431,1437
CFFEX.IF.HOT,SHORT,201910291455,3908.4,201910300940,3903.4,1,1500,3420,-420,-141205,entershort,exitshort,1438,1441
CFFEX.IF.HOT,LONG,201910300945,3881.4,201910300955,3877.2,1,-1260,1380,-2400,-142893,enterlong,exitlong,1442,1444
CFFEX.IF.HOT,SHORT,201910301000,3877.8,201910301010,3879.2,1,-420,1440,-1320,-143741,entershort,exitshort,1445,1447
CFFEX.IF.HOT,LONG,201910301030,3886.8,201910301040,3894.8,1,2400,3540,-240,-141771,enterlong,exitlong,1451,1453
CFFEX.IF.HOT,SHORT,201910301055,3886.8,201910301335,3881.8,1,1500,3840,0,-140699,entershort,exitshort,1456,1470
CFFEX.IF.HOT,SHORT,201910301340,3878.4,201910301345,3878.8,1,-120,420,-780,-141248,entershort,exitshort,1471,1472
CFFEX.IF.HOT,LONG,201910301350,3885,201910301355,3882.6,1,-720,840,-1020,-142396,enterlong,exitlong,1473,1474
CFFEX.IF.HOT,SHORT,201910301400,3878.8,201910301410,3879.6,1,-240,120,-1080,-143065,entershort,exitshort,1475,1477
CFFEX.IF.HOT,SHORT,201910301415,3877.4,201910301420,3877.6,1,-60,480,-840,-143553,entershort,exitshort,1478,1479
CFFEX.IF.HOT,SHORT,201910301425,3874.8,201910301430,3876.6,1,-540,180,-1080,-144521,entershort,exitshort,1480,1481
CFFEX.IF.HOT,SHORT,201910301435,3873.2,201910301440,3878,1,-1440,420,-2040,-146389,entershort,exitshort,1482,1483
CFFEX.IF.HOT,LONG,201910301445,3881.2,201910301450,3877,1,-1260,360,-1740,-148077,enterlong,exitlong,1484,1485
CFFEX.IF.HOT,LONG,201910301455,3879.6,201910310935,3891.6,1,3600,780,-960,-144530,enterlong,exitlong,1486,1488
CFFEX.IF.HOT,SHORT,201910310940,3883,201910310945,3887.6,1,-1380,0,-1980,-146340,entershort,exitshort,1489,1490
CFFEX.IF.HOT,LONG,201910310950,3886,201910311000,3892.8,1,2040,3120,0,-144729,enterlong,exitlong,1491,1493
CFFEX.IF.HOT,SHORT,201910311005,3892.4,201910311055,3882.4,1,3000,4500,-120,-142158,entershort,exitshort,1494,1504
CFFEX.IF.HOT,LONG,201910311105,3887.8,201910311130,3886.2,1,-480,1920,-720,-143067,enterlong,exitlong,1506,1511
CFFEX.IF.HOT,SHORT,201910311305,3883,201910311315,3882.6,1,120,360,-840,-143376,entershort,exitshort,1512,1514
CFFEX.IF.HOT,LONG,201910311320,3886,201910311325,3883.4,1,-780,60,-1140,-144584,enterlong,exitlong,1515,1516
CFFEX.IF.HOT,SHORT,201910311330,3882.6,201910311340,3885,1,-720,480,-1260,-145733,entershort,exitshort,1517,1519
CFFEX.IF.HOT,SHORT,201910311345,3883,201910311355,3875.4,1,2280,2400,-240,-143881,entershort,exitshort,1520,1522
CFFEX.IF.HOT,LONG,201910311400,3876.8,201910311405,3875.2,1,-480,300,-960,-144789,enterlong,exitlong,1523,1524
CFFEX.IF.HOT,LONG,201910311410,3876.4,201910311425,3878.2,1,540,2460,-240,-144677,enterlong,exitlong,1525,1528
CFFEX.IF.HOT,SHORT,201910311430,3877.8,201910311440,3877.8,1,-0,840,-240,-145105,entershort,exitshort,1529,1531
CFFEX.IF.HOT,SHORT,201910311445,3867.2,201910311450,3870,1,-840,0,-1800,-146373,entershort,exitshort,1532,1533
CFFEX.IF.HOT,LONG,201910311455,3873,201910311500,3872.4,1,-180,300,-1020,-146980,enterlong,exitlong,1534,1535
