code,time,direct,action,price,qty,tag,fee,barno
SSE.ETF.588080,202308101008,LONG,OPEN,0.981,100,,0,361
SSE.ETF.588080,202308101109,LONG,CLOSE,0.98,100,,0,368
SSE.ETF.588080,202308101109,SHORT,OPEN,0.98,100,,0,368
SSE.ETF.588080,202308101402,SHORT,CLOSE,0.98,100,,0,444
SSE.ETF.588080,202308101402,LONG,OPEN,0.98,100,,0,444
SSE.ETF.588080,202308111008,LONG,CLOSE,0.977,100,,0,511
SSE.ETF.588080,202308111008,SHORT,OPEN,0.977,100,,0,511
SSE.ETF.588080,202308141343,SHORT,CLOSE,0.948,100,,0,684
SSE.ETF.588080,202308141343,LONG,OPEN,0.948,100,,0,684
SSE.ETF.588080,202308151000,LONG,CLOSE,0.948,100,,0,787
SSE.ETF.588080,202308151000,SHORT,OPEN,0.948,100,,0,787
SSE.ETF.588080,202308151425,SHORT,CLOSE,0.941,100,,0,962
SSE.ETF.588080,202308151425,LONG,OPEN,0.941,100,,0,962
SSE.ETF.588080,202308160944,LONG,CLOSE,0.942,100,,0,1011
SSE.ETF.588080,202308160944,SHORT,OPEN,0.942,100,,0,1011
SSE.ETF.588080,202308160947,SHORT,CLOSE,0.942,100,,0,1014
SSE.ETF.588080,202308160947,LONG,OPEN,0.942,100,,0,1014
SSE.ETF.588080,202308160949,LONG,CLOSE,0.941,100,,0,1016
SSE.ETF.588080,202308160949,SHORT,OPEN,0.941,100,,0,1016
SSE.ETF.588080,202308160950,SHORT,CLOSE,0.941,100,,0,1017
SSE.ETF.588080,202308160950,LONG,OPEN,0.941,100,,0,1017
SSE.ETF.588080,202308161009,LONG,CLOSE,0.937,100,,0,1036
SSE.ETF.588080,202308161009,SHORT,OPEN,0.937,100,,0,1036
SSE.ETF.588080,202308171033,SHORT,CLOSE,0.928,100,,0,1300
SSE.ETF.588080,202308171033,LONG,OPEN,0.928,100,,0,1300
