code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SSE.ETF.588080,LONG,202308101008,0.981,202308101109,0.98,100,-10,-10,,,361,368
SSE.ETF.588080,SHORT,202308101109,0.98,202308101402,0.98,100,-0,-10,,,368,444
SSE.ETF.588080,LONG,202308101402,0.98,202308111008,0.977,100,-30,-40,,,444,511
SSE.ETF.588080,SHORT,202308111008,0.977,202308141343,0.948,100,290,250,,,511,684
SSE.ETF.588080,LONG,202308141343,0.948,202308151000,0.948,100,0,250,,,684,787
SSE.ETF.588080,SHORT,202308151000,0.948,202308151425,0.941,100,70,320,,,787,962
SSE.ETF.588080,LONG,202308151425,0.941,202308160944,0.942,100,10,330,,,962,1011
SSE.ETF.588080,SHORT,202308160944,0.942,202308160947,0.942,100,-0,330,,,1011,1014
SSE.ETF.588080,LONG,202308160947,0.942,202308160949,0.941,100,-10,320,,,1014,1016
SSE.ETF.588080,SHORT,202308160949,0.941,202308160950,0.941,100,-0,320,,,1016,1017
SSE.ETF.588080,LONG,202308160950,0.941,202308161009,0.937,100,-40,280,,,1017,1036
SSE.ETF.588080,SHORT,202308161009,0.937,202308171033,0.928,100,90,370,,,1036,1300
