code,time,direct,action,price,qty,tag,fee,barno
SZSE.ETF.159859,202308221456,LONG,OPEN,0.459,100,,0,29
SZSE.ETF.159859,202308221459,LONG,CLOSE,0.459,100,,0,32
SZSE.ETF.159859,202308230944,LONG,OPEN,0.456,100,,0,40
SZSE.ETF.159859,202308230952,LONG,CLOSE,0.455,100,,0,44
SZSE.ETF.159859,202308230953,LONG,OPEN,0.454,100,,0,45
SZSE.ETF.159859,202308231005,LONG,CLOSE,0.454,100,,0,56
SZSE.ETF.159859,202308231007,LONG,OPEN,0.454,100,,0,58
SZSE.ETF.159859,202308231009,LONG,CLOSE,0.454,100,,0,60
SZSE.ETF.159859,202308231011,LONG,OPEN,0.454,100,,0,62
SZSE.ETF.159859,202308231013,LONG,CLOSE,0.453,100,,0,64
SZSE.ETF.159859,202308231021,LONG,OPEN,0.455,100,,0,71
SZSE.ETF.159859,202308231026,LONG,CLOSE,0.455,100,,0,76
SZSE.ETF.159859,202308231028,LONG,OPEN,0.455,100,,0,78
SZSE.ETF.159859,202308231029,LONG,CLOSE,0.455,100,,0,79
SZSE.ETF.159859,202308231030,LONG,OPEN,0.454,100,,0,80
SZSE.ETF.159859,202308231031,LONG,CLOSE,0.455,100,,0,81
